cohort,isolate_id,reason,version,date_added
SOAR_207965,2505529,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505498,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505482,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505481,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505399,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505477,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505459,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2505393,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128808,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126756,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128837,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126766,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126772,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128873,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126819,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126769,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126875,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128830,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128948,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126821,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126849,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128870,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128875,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126881,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126831,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128900,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126860,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126718,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126850,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128956,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126751,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126748,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126867,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126848,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128812,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128855,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126876,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126852,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126869,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126874,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126787,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126870,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128814,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126795,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126853,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126878,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126823,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278817,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278819,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278815,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278816,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278823,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278813,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126844,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126879,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278820,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278825,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278828,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278862,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2578577,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278846,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278902,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2578579,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278842,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2578586,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2578582,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278849,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128813,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126880,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126753,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2128829,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126865,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278824,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278818,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278821,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278886,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278827,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278838,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2578591,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278814,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2578593,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278810,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278847,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2578583,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278839,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278834,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126872,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126834,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2126736,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278812,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278841,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278888,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278835,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278811,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278837,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278848,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278915,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2578581,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2578592,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278866,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278831,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2578601,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2578594,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278187,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278199,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278201,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278068,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278836,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278832,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278861,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278833,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278193,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278149,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278202,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278189,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278192,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150787,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278163,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278186,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278156,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278157,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278204,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278194,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278147,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150781,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278196,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278200,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278205,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278148,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278188,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150786,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278168,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150790,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150789,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278185,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150773,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150778,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278142,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150785,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278178,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150783,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278191,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150779,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150725,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278172,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278197,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278198,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278190,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278154,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278146,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150780,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150791,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278203,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278064,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150753,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278111,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278151,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150782,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278143,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150774,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150722,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278070,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150777,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150788,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150771,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150776,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278155,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150775,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278177,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278166,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278183,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150770,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2150768,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278167,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278150,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2278170,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127187,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127226,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127247,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127319,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127254,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127240,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127261,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127308,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127320,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127163,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127255,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127324,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127316,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127326,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127323,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127292,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127251,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127282,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127309,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127258,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127315,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127275,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127290,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127231,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127318,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127304,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2235766,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2235765,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2235702,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2317400,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2179393,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127312,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127297,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2235712,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127238,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127257,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127280,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127301,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
SOAR_207965,2127243,isolate has zero non-null values across every drug column - cannot appear in a long-format isolate-drug table without fabricating a measurement,v1,2026-07-06
