pathogen_type,canonical_organism,canonical_drug,quality_gate,gate_reason,n_master_rows,n_interpretable_rows
fungal,Aspergillus sydowii,Caspofungin,withhold,majority_unclassifiable_no_standard,10,0
fungal,Aspergillus sydowii,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,5,0
fungal,Aspergillus sydowii,Isavuconazole,withhold,majority_unclassifiable_no_standard,4,0
fungal,Aspergillus sydowii,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,10,0
fungal,Aspergillus sydowii,Micafungin,withhold,majority_unclassifiable_no_standard,10,0
fungal,Aspergillus sydowii,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,10,0
fungal,Aspergillus sydowii,Voriconazole,withhold,majority_unclassifiable_no_standard,10,0
fungal,Aspergillus tamarii,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Aspergillus tamarii,Anidulafungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Aspergillus tamarii,Caspofungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Aspergillus tamarii,Isavuconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Aspergillus tamarii,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Aspergillus tamarii,Micafungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Aspergillus tamarii,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Aspergillus tamarii,Voriconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Aspergillus terreus,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,77,0
fungal,Aspergillus terreus,Anidulafungin,withhold,majority_unclassifiable_no_standard,77,0
fungal,Aspergillus terreus,Caspofungin,withhold,majority_unclassifiable_no_standard,77,0
fungal,Aspergillus terreus,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,11,0
fungal,Aspergillus terreus,Isavuconazole,withhold,majority_unclassifiable_no_standard,52,0
fungal,Aspergillus terreus,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,77,0
fungal,Aspergillus terreus,Micafungin,withhold,majority_unclassifiable_no_standard,77,0
fungal,Aspergillus terreus,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,77,0
fungal,Aspergillus terreus,Voriconazole,withhold,majority_unclassifiable_no_standard,77,0
fungal,Aspergillus terreus species complex,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,48,0
fungal,Aspergillus terreus species complex,Anidulafungin,withhold,majority_unclassifiable_no_standard,48,0
fungal,Aspergillus terreus species complex,Caspofungin,withhold,majority_unclassifiable_no_standard,48,0
fungal,Aspergillus terreus species complex,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,6,0
fungal,Aspergillus terreus species complex,Isavuconazole,withhold,majority_unclassifiable_no_standard,36,0
fungal,Aspergillus terreus species complex,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,48,0
fungal,Aspergillus terreus species complex,Micafungin,withhold,majority_unclassifiable_no_standard,48,0
fungal,Aspergillus terreus species complex,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,48,0
fungal,Aspergillus terreus species complex,Voriconazole,withhold,majority_unclassifiable_no_standard,48,0
fungal,Aspergillus thermomutatus,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Aspergillus thermomutatus,Anidulafungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Aspergillus thermomutatus,Caspofungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Aspergillus thermomutatus,Isavuconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Aspergillus thermomutatus,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Aspergillus thermomutatus,Micafungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Aspergillus thermomutatus,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Aspergillus thermomutatus,Voriconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Aspergillus tubingensis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,22,0
fungal,Aspergillus tubingensis,Anidulafungin,withhold,majority_unclassifiable_no_standard,22,0
fungal,Aspergillus tubingensis,Caspofungin,withhold,majority_unclassifiable_no_standard,22,0
fungal,Aspergillus tubingensis,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Aspergillus tubingensis,Isavuconazole,withhold,majority_unclassifiable_no_standard,19,0
fungal,Aspergillus tubingensis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,22,0
fungal,Aspergillus tubingensis,Micafungin,withhold,majority_unclassifiable_no_standard,22,0
fungal,Aspergillus tubingensis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,22,0
fungal,Aspergillus tubingensis,Voriconazole,withhold,majority_unclassifiable_no_standard,22,0
fungal,Aspergillus udagawae,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Aspergillus udagawae,Anidulafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Aspergillus udagawae,Caspofungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Aspergillus udagawae,Isavuconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Aspergillus udagawae,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Aspergillus udagawae,Micafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Aspergillus udagawae,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Aspergillus udagawae,Voriconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Aspergillus unguis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,5,0
fungal,Aspergillus unguis,Anidulafungin,withhold,majority_unclassifiable_no_standard,5,0
fungal,Aspergillus unguis,Caspofungin,withhold,majority_unclassifiable_no_standard,5,0
fungal,Aspergillus unguis,Isavuconazole,withhold,majority_unclassifiable_no_standard,4,0
fungal,Aspergillus unguis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,5,0
fungal,Aspergillus unguis,Micafungin,withhold,majority_unclassifiable_no_standard,5,0
fungal,Aspergillus unguis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,5,0
fungal,Aspergillus unguis,Voriconazole,withhold,majority_unclassifiable_no_standard,5,0
fungal,Aspergillus ustus,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,7,0
fungal,Aspergillus ustus,Anidulafungin,withhold,majority_unclassifiable_no_standard,7,0
fungal,Aspergillus ustus,Caspofungin,withhold,majority_unclassifiable_no_standard,5,0
fungal,Aspergillus ustus,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Aspergillus ustus,Isavuconazole,withhold,majority_unclassifiable_no_standard,6,0
fungal,Aspergillus ustus,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,7,0
fungal,Aspergillus ustus,Micafungin,withhold,majority_unclassifiable_no_standard,6,0
fungal,Aspergillus ustus,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,7,0
fungal,Aspergillus ustus,Voriconazole,withhold,majority_unclassifiable_no_standard,7,0
fungal,Aspergillus ustus species complex,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,12,0
fungal,Aspergillus ustus species complex,Anidulafungin,withhold,majority_unclassifiable_no_standard,11,0
fungal,Aspergillus ustus species complex,Caspofungin,withhold,majority_unclassifiable_no_standard,9,0
fungal,Aspergillus ustus species complex,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Aspergillus ustus species complex,Isavuconazole,withhold,majority_unclassifiable_no_standard,10,0
fungal,Aspergillus ustus species complex,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,10,0
fungal,Aspergillus ustus species complex,Micafungin,withhold,majority_unclassifiable_no_standard,12,0
fungal,Aspergillus ustus species complex,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,11,0
fungal,Aspergillus ustus species complex,Voriconazole,withhold,majority_unclassifiable_no_standard,12,0
fungal,Aspergillus versicolor,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,14,0
fungal,Aspergillus versicolor,Anidulafungin,withhold,majority_unclassifiable_no_standard,14,0
fungal,Aspergillus versicolor,Caspofungin,withhold,majority_unclassifiable_no_standard,14,0
fungal,Aspergillus versicolor,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Aspergillus versicolor,Isavuconazole,withhold,majority_unclassifiable_no_standard,9,0
fungal,Aspergillus versicolor,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,14,0
fungal,Aspergillus versicolor,Micafungin,withhold,majority_unclassifiable_no_standard,14,0
fungal,Aspergillus versicolor,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,14,0
fungal,Aspergillus versicolor,Voriconazole,withhold,majority_unclassifiable_no_standard,14,0
fungal,Aspergillus versicolor species complex,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Aspergillus versicolor species complex,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Aspergillus versicolor species complex,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Aspergillus versicolor species complex,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Aspergillus versicolor species complex,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Aspergillus versicolor species complex,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Aspergillus versicolor species complex,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Aspergillus versicolor species complex,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Aspergillus versicolor species complex,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Aspergillus welwitschiae,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Aspergillus welwitschiae,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Aspergillus welwitschiae,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Aspergillus welwitschiae,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Aspergillus welwitschiae,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Aspergillus welwitschiae,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Aspergillus welwitschiae,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Aspergillus welwitschiae,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Aureobasidium pullulans,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Aureobasidium pullulans,Anidulafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Aureobasidium pullulans,Caspofungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Aureobasidium pullulans,Fluconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Aureobasidium pullulans,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Aureobasidium pullulans,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Aureobasidium pullulans,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Aureobasidium pullulans,Micafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Aureobasidium pullulans,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Aureobasidium pullulans,Voriconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Blastobotrys adeninivorans,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Blastobotrys adeninivorans,Anidulafungin,withhold,majority_unclassifiable_no_standard,3,0
fungal,Blastobotrys adeninivorans,Caspofungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Blastobotrys adeninivorans,Fluconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Blastobotrys adeninivorans,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Blastobotrys adeninivorans,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Blastobotrys adeninivorans,Micafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Blastobotrys adeninivorans,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Blastobotrys adeninivorans,Voriconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida albicans,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,9781,9781
fungal,Candida albicans,Anidulafungin,pass,interpretable_classification_majority,9784,9784
fungal,Candida albicans,Caspofungin,pass,interpretable_classification_majority,9720,9720
fungal,Candida albicans,Fluconazole,pass,interpretable_classification_majority,9784,9784
fungal,Candida albicans,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,2825,2825
fungal,Candida albicans,Isavuconazole,withhold,majority_unclassifiable_no_standard,5446,0
fungal,Candida albicans,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,7795,7795
fungal,Candida albicans,Micafungin,pass,interpretable_classification_majority,9784,9784
fungal,Candida albicans,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,9784,9784
fungal,Candida albicans,Voriconazole,pass,interpretable_classification_majority,9784,9784
fungal,Candida auris,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,122,122
fungal,Candida auris,Anidulafungin,pass,interpretable_classification_majority,122,122
fungal,Candida auris,Caspofungin,pass,interpretable_classification_majority,122,122
fungal,Candida auris,Fluconazole,pass,interpretable_classification_majority,122,122
fungal,Candida auris,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida auris,Isavuconazole,withhold,majority_unclassifiable_no_standard,121,0
fungal,Candida auris,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,121,0
fungal,Candida auris,Micafungin,pass,interpretable_classification_majority,122,122
fungal,Candida auris,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,122,0
fungal,Candida auris,Voriconazole,withhold,majority_unclassifiable_no_standard,122,0
fungal,Candida blankii,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida blankii,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida blankii,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida blankii,Fluconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida blankii,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida blankii,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida blankii,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida bracarensis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,13,0
fungal,Candida bracarensis,Anidulafungin,withhold,majority_unclassifiable_no_standard,13,0
fungal,Candida bracarensis,Caspofungin,withhold,majority_unclassifiable_no_standard,13,0
fungal,Candida bracarensis,Fluconazole,withhold,majority_unclassifiable_no_standard,13,0
fungal,Candida bracarensis,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida bracarensis,Isavuconazole,withhold,majority_unclassifiable_no_standard,9,0
fungal,Candida bracarensis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,11,0
fungal,Candida bracarensis,Micafungin,withhold,majority_unclassifiable_no_standard,13,0
fungal,Candida bracarensis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,13,0
fungal,Candida bracarensis,Voriconazole,withhold,majority_unclassifiable_no_standard,13,0
fungal,Candida cacao,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Candida cacao,Anidulafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida cacao,Caspofungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida cacao,Fluconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida cacao,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida cacao,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida cacao,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Candida cacao,Micafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida cacao,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Candida cacao,Voriconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida catenulata,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,4,0
fungal,Candida catenulata,Anidulafungin,withhold,majority_unclassifiable_no_standard,4,0
fungal,Candida catenulata,Caspofungin,withhold,majority_unclassifiable_no_standard,4,0
fungal,Candida catenulata,Fluconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida catenulata,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida catenulata,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida catenulata,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,4,0
fungal,Candida catenulata,Micafungin,withhold,majority_unclassifiable_no_standard,4,0
fungal,Candida catenulata,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,4,0
fungal,Candida catenulata,Voriconazole,withhold,majority_unclassifiable_no_standard,4,0
fungal,Candida digboiensis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida digboiensis,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida digboiensis,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida digboiensis,Fluconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida digboiensis,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida digboiensis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida digboiensis,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida digboiensis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida digboiensis,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida dubliniensis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,527,0
fungal,Candida dubliniensis,Anidulafungin,withhold,majority_unclassifiable_no_standard,527,0
fungal,Candida dubliniensis,Caspofungin,withhold,majority_unclassifiable_no_standard,523,0
fungal,Candida dubliniensis,Fluconazole,withhold,majority_unclassifiable_no_standard,527,0
fungal,Candida dubliniensis,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,97,97
fungal,Candida dubliniensis,Isavuconazole,withhold,majority_unclassifiable_no_standard,352,0
fungal,Candida dubliniensis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,428,428
fungal,Candida dubliniensis,Micafungin,withhold,majority_unclassifiable_no_standard,527,0
fungal,Candida dubliniensis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,527,527
fungal,Candida dubliniensis,Voriconazole,withhold,majority_unclassifiable_no_standard,527,0
fungal,Candida duobushaemulonii,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,5,0
fungal,Candida duobushaemulonii,Anidulafungin,withhold,majority_unclassifiable_no_standard,5,0
fungal,Candida duobushaemulonii,Caspofungin,withhold,majority_unclassifiable_no_standard,5,0
fungal,Candida duobushaemulonii,Fluconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida duobushaemulonii,Isavuconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida duobushaemulonii,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida duobushaemulonii,Micafungin,withhold,majority_unclassifiable_no_standard,5,0
fungal,Candida duobushaemulonii,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,5,0
fungal,Candida duobushaemulonii,Voriconazole,withhold,majority_unclassifiable_no_standard,3,0
fungal,Candida fabianii,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,31,0
fungal,Candida fabianii,Anidulafungin,withhold,majority_unclassifiable_no_standard,31,0
fungal,Candida fabianii,Caspofungin,withhold,majority_unclassifiable_no_standard,31,0
fungal,Candida fabianii,Fluconazole,withhold,majority_unclassifiable_no_standard,31,0
fungal,Candida fabianii,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,7,0
fungal,Candida fabianii,Isavuconazole,withhold,majority_unclassifiable_no_standard,22,0
fungal,Candida fabianii,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,25,0
fungal,Candida fabianii,Micafungin,withhold,majority_unclassifiable_no_standard,31,0
fungal,Candida fabianii,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,31,0
fungal,Candida fabianii,Voriconazole,withhold,majority_unclassifiable_no_standard,31,0
fungal,Candida fermentati,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,47,0
fungal,Candida fermentati,Anidulafungin,withhold,majority_unclassifiable_no_standard,47,0
fungal,Candida fermentati,Caspofungin,withhold,majority_unclassifiable_no_standard,46,0
fungal,Candida fermentati,Fluconazole,withhold,majority_unclassifiable_no_standard,47,0
fungal,Candida fermentati,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,15,0
fungal,Candida fermentati,Isavuconazole,withhold,majority_unclassifiable_no_standard,29,0
fungal,Candida fermentati,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,39,0
fungal,Candida fermentati,Micafungin,withhold,majority_unclassifiable_no_standard,47,0
fungal,Candida fermentati,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,47,0
fungal,Candida fermentati,Voriconazole,withhold,majority_unclassifiable_no_standard,47,0
fungal,Candida fluviatilis,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida fluviatilis,Anidulafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida fluviatilis,Caspofungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida fluviatilis,Fluconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida fluviatilis,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida fluviatilis,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida fluviatilis,Micafungin,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida fluviatilis,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida fluviatilis,Voriconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida glabrata,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,4314,4314
fungal,Candida glabrata,Anidulafungin,pass,interpretable_classification_majority,4314,4314
fungal,Candida glabrata,Caspofungin,pass,interpretable_classification_majority,4264,4264
fungal,Candida glabrata,Fluconazole,pass,interpretable_classification_majority,4314,4314
fungal,Candida glabrata,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1096,1096
fungal,Candida glabrata,Isavuconazole,withhold,majority_unclassifiable_no_standard,2578,0
fungal,Candida glabrata,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,3519,3519
fungal,Candida glabrata,Micafungin,pass,interpretable_classification_majority,4313,4313
fungal,Candida glabrata,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,4314,4314
fungal,Candida glabrata,Voriconazole,pass,interpretable_classification_majority,4314,4314
fungal,Candida guilliermondii,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,149,149
fungal,Candida guilliermondii,Anidulafungin,pass,interpretable_classification_majority,149,149
fungal,Candida guilliermondii,Caspofungin,pass,interpretable_classification_majority,148,148
fungal,Candida guilliermondii,Fluconazole,withhold,majority_unclassifiable_no_standard,149,0
fungal,Candida guilliermondii,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,48,48
fungal,Candida guilliermondii,Isavuconazole,withhold,majority_unclassifiable_no_standard,87,0
fungal,Candida guilliermondii,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,123,123
fungal,Candida guilliermondii,Micafungin,pass,interpretable_classification_majority,149,149
fungal,Candida guilliermondii,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,149,149
fungal,Candida guilliermondii,Voriconazole,withhold,majority_unclassifiable_no_standard,149,0
fungal,Candida haemulonii,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,16,0
fungal,Candida haemulonii,Anidulafungin,withhold,majority_unclassifiable_no_standard,16,0
fungal,Candida haemulonii,Caspofungin,withhold,majority_unclassifiable_no_standard,16,0
fungal,Candida haemulonii,Fluconazole,withhold,majority_unclassifiable_no_standard,16,0
fungal,Candida haemulonii,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida haemulonii,Isavuconazole,withhold,majority_unclassifiable_no_standard,7,0
fungal,Candida haemulonii,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,9,0
fungal,Candida haemulonii,Micafungin,withhold,majority_unclassifiable_no_standard,16,0
fungal,Candida haemulonii,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,16,0
fungal,Candida haemulonii,Voriconazole,withhold,majority_unclassifiable_no_standard,16,0
fungal,Candida inconspicua,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,20,0
fungal,Candida inconspicua,Anidulafungin,withhold,majority_unclassifiable_no_standard,20,0
fungal,Candida inconspicua,Caspofungin,withhold,majority_unclassifiable_no_standard,20,0
fungal,Candida inconspicua,Fluconazole,withhold,majority_unclassifiable_no_standard,20,0
fungal,Candida inconspicua,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,3,0
fungal,Candida inconspicua,Isavuconazole,withhold,majority_unclassifiable_no_standard,9,0
fungal,Candida inconspicua,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,12,0
fungal,Candida inconspicua,Micafungin,withhold,majority_unclassifiable_no_standard,20,0
fungal,Candida inconspicua,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,20,0
fungal,Candida inconspicua,Voriconazole,withhold,majority_unclassifiable_no_standard,20,0
fungal,Candida inconspicua/Pichia cactophila,Amphotericin B,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Candida inconspicua/Pichia cactophila,Anidulafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida inconspicua/Pichia cactophila,Caspofungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida inconspicua/Pichia cactophila,Fluconazole,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida inconspicua/Pichia cactophila,Flucytosine,bounds_only,breakpoint_absent_drug_brief_section_4_4,1,0
fungal,Candida inconspicua/Pichia cactophila,Isavuconazole,withhold,majority_unclassifiable_no_standard,1,0
fungal,Candida inconspicua/Pichia cactophila,Itraconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Candida inconspicua/Pichia cactophila,Micafungin,withhold,majority_unclassifiable_no_standard,2,0
fungal,Candida inconspicua/Pichia cactophila,Posaconazole,bounds_only,breakpoint_absent_drug_brief_section_4_4,2,0
fungal,Candida inconspicua/Pichia cactophila,Voriconazole,withhold,majority_unclassifiable_no_standard,2,0
