iso3_country,canonical_organism,canonical_drug,parsed_year,n_isolates,median_distance_to_failure,low_n_flag,version,date_added
CHN,Candida glabrata,Fluconazole,2010,2,-1.0,True,v1,2026-07-08
CHN,Candida glabrata,Fluconazole,2011,6,-4.0,True,v1,2026-07-08
CHN,Candida glabrata,Fluconazole,2012,24,-4.0,True,v1,2026-07-08
CHN,Candida glabrata,Fluconazole,2013,23,-4.0,True,v1,2026-07-08
CHN,Candida glabrata,Flucytosine,2010,2,0.0,True,v1,2026-07-08
CHN,Candida glabrata,Flucytosine,2011,6,0.0,True,v1,2026-07-08
CHN,Candida glabrata,Flucytosine,2012,24,0.0,True,v1,2026-07-08
CHN,Candida glabrata,Flucytosine,2013,23,0.0,True,v1,2026-07-08
CHN,Candida glabrata,Itraconazole,2010,2,3.5294468445267846,True,v1,2026-07-08
CHN,Candida glabrata,Itraconazole,2011,6,1.0,True,v1,2026-07-08
CHN,Candida glabrata,Itraconazole,2012,24,1.0,True,v1,2026-07-08
CHN,Candida glabrata,Itraconazole,2013,23,1.0,True,v1,2026-07-08
CHN,Candida glabrata,Posaconazole,2010,2,2.5294468445267846,True,v1,2026-07-08
CHN,Candida glabrata,Posaconazole,2011,6,0.0,True,v1,2026-07-08
CHN,Candida glabrata,Posaconazole,2012,24,0.0,True,v1,2026-07-08
CHN,Candida glabrata,Posaconazole,2013,23,0.0,True,v1,2026-07-08
CHN,Candida glabrata,Voriconazole,2010,2,4.058893689053568,True,v1,2026-07-08
CHN,Candida glabrata,Voriconazole,2011,6,1.0,True,v1,2026-07-08
CHN,Candida glabrata,Voriconazole,2012,24,1.0,True,v1,2026-07-08
CHN,Candida glabrata,Voriconazole,2013,23,1.0,True,v1,2026-07-08
CHN,Candida guilliermondii,Amphotericin B,2012,2,2.0,True,v1,2026-07-08
CHN,Candida guilliermondii,Amphotericin B,2013,2,1.5,True,v1,2026-07-08
CHN,Candida guilliermondii,Flucytosine,2012,2,1.0,True,v1,2026-07-08
CHN,Candida guilliermondii,Flucytosine,2013,2,1.0,True,v1,2026-07-08
CHN,Candida guilliermondii,Itraconazole,2012,2,1.0,True,v1,2026-07-08
CHN,Candida guilliermondii,Itraconazole,2013,2,1.5,True,v1,2026-07-08
CHN,Candida guilliermondii,Posaconazole,2012,2,1.0,True,v1,2026-07-08
CHN,Candida guilliermondii,Posaconazole,2013,2,1.5294468445267844,True,v1,2026-07-08
CHN,Candida krusei,Amphotericin B,2012,1,0.0,True,v1,2026-07-08
CHN,Candida krusei,Amphotericin B,2013,2,1.0,True,v1,2026-07-08
CHN,Candida krusei,Flucytosine,2012,1,3.0,True,v1,2026-07-08
CHN,Candida krusei,Flucytosine,2013,2,1.0,True,v1,2026-07-08
CHN,Candida krusei,Itraconazole,2012,1,2.0,True,v1,2026-07-08
CHN,Candida krusei,Itraconazole,2013,2,1.5,True,v1,2026-07-08
CHN,Candida krusei,Posaconazole,2012,1,1.0,True,v1,2026-07-08
CHN,Candida krusei,Posaconazole,2013,2,1.0,True,v1,2026-07-08
CHN,Candida lusitaniae,Amphotericin B,2012,1,1.0,True,v1,2026-07-08
CHN,Candida lusitaniae,Flucytosine,2012,1,0.0,True,v1,2026-07-08
CHN,Candida lusitaniae,Itraconazole,2012,1,1.0,True,v1,2026-07-08
CHN,Candida lusitaniae,Posaconazole,2012,1,-0.9999999999999996,True,v1,2026-07-08
CHN,Candida parapsilosis,Amphotericin B,2010,8,2.0,True,v1,2026-07-08
CHN,Candida parapsilosis,Amphotericin B,2011,23,1.0,True,v1,2026-07-08
CHN,Candida parapsilosis,Amphotericin B,2012,27,1.0,True,v1,2026-07-08
CHN,Candida parapsilosis,Amphotericin B,2013,28,1.0,True,v1,2026-07-08
CHN,Candida parapsilosis,Flucytosine,2010,8,0.0,True,v1,2026-07-08
CHN,Candida parapsilosis,Flucytosine,2011,23,0.0,True,v1,2026-07-08
CHN,Candida parapsilosis,Flucytosine,2012,27,0.0,True,v1,2026-07-08
CHN,Candida parapsilosis,Flucytosine,2013,28,0.0,True,v1,2026-07-08
CHN,Candida parapsilosis,Itraconazole,2010,8,3.0588936890535683,True,v1,2026-07-08
CHN,Candida parapsilosis,Itraconazole,2011,23,2.0588936890535687,True,v1,2026-07-08
CHN,Candida parapsilosis,Itraconazole,2012,27,2.0588936890535687,True,v1,2026-07-08
CHN,Candida parapsilosis,Itraconazole,2013,28,2.0588936890535687,True,v1,2026-07-08
CHN,Candida parapsilosis,Posaconazole,2010,8,2.5588936890535683,True,v1,2026-07-08
CHN,Candida parapsilosis,Posaconazole,2011,23,2.0588936890535683,True,v1,2026-07-08
CHN,Candida parapsilosis,Posaconazole,2012,27,1.0588936890535687,True,v1,2026-07-08
CHN,Candida parapsilosis,Posaconazole,2013,28,1.5588936890535685,True,v1,2026-07-08
CHN,Candida tropicalis,Amphotericin B,2010,2,1.5,True,v1,2026-07-08
CHN,Candida tropicalis,Amphotericin B,2011,13,1.0,True,v1,2026-07-08
CHN,Candida tropicalis,Amphotericin B,2012,18,1.0,True,v1,2026-07-08
CHN,Candida tropicalis,Amphotericin B,2013,34,1.0,False,v1,2026-07-08
CHN,Candida tropicalis,Flucytosine,2010,2,0.0,True,v1,2026-07-08
CHN,Candida tropicalis,Flucytosine,2011,13,0.0,True,v1,2026-07-08
CHN,Candida tropicalis,Flucytosine,2012,18,0.0,True,v1,2026-07-08
CHN,Candida tropicalis,Flucytosine,2013,34,0.0,False,v1,2026-07-08
CHN,Candida tropicalis,Itraconazole,2010,2,4.558893689053568,True,v1,2026-07-08
CHN,Candida tropicalis,Itraconazole,2011,13,4.058893689053568,True,v1,2026-07-08
CHN,Candida tropicalis,Itraconazole,2012,18,2.0588936890535687,True,v1,2026-07-08
CHN,Candida tropicalis,Itraconazole,2013,34,2.0588936890535687,False,v1,2026-07-08
CHN,Candida tropicalis,Posaconazole,2010,2,2.4999999999999996,True,v1,2026-07-08
CHN,Candida tropicalis,Posaconazole,2011,13,1.9999999999999996,True,v1,2026-07-08
CHN,Candida tropicalis,Posaconazole,2012,18,0.4999999999999998,True,v1,2026-07-08
CHN,Candida tropicalis,Posaconazole,2013,34,0.4999999999999998,False,v1,2026-07-08
CHN,Cryptococcus neoformans var. grubii,Amphotericin B,2013,5,0.0,True,v1,2026-07-08
CHN,Cryptococcus neoformans var. grubii,Fluconazole,2013,5,3.0,True,v1,2026-07-08
CHN,Cryptococcus neoformans var. grubii,Flucytosine,2013,5,2.0,True,v1,2026-07-08
CHN,Cryptococcus neoformans var. grubii,Itraconazole,2013,5,1.0,True,v1,2026-07-08
CHN,Cryptococcus neoformans var. grubii,Posaconazole,2013,5,1.0588936890535687,True,v1,2026-07-08
CHN,Cryptococcus neoformans var. grubii,Voriconazole,2013,5,3.0588936890535683,True,v1,2026-07-08
COL,Aspergillus flavus species complex,Itraconazole,2012,1,0.0,True,v1,2026-07-08
COL,Aspergillus flavus species complex,Itraconazole,2013,3,1.0,True,v1,2026-07-08
COL,Aspergillus flavus species complex,Itraconazole,2014,1,2.0,True,v1,2026-07-08
COL,Aspergillus flavus species complex,Itraconazole,2015,3,1.0,True,v1,2026-07-08
COL,Aspergillus flavus species complex,Posaconazole,2012,1,0.0,True,v1,2026-07-08
COL,Aspergillus flavus species complex,Posaconazole,2013,3,1.0,True,v1,2026-07-08
COL,Aspergillus flavus species complex,Posaconazole,2014,1,1.0,True,v1,2026-07-08
COL,Aspergillus flavus species complex,Posaconazole,2015,3,1.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Amphotericin B,2012,6,1.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Amphotericin B,2013,4,0.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Amphotericin B,2014,9,0.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Amphotericin B,2015,13,1.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Isavuconazole,2013,4,0.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Itraconazole,2012,6,0.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Itraconazole,2013,4,0.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Itraconazole,2014,9,1.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Itraconazole,2015,13,1.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Posaconazole,2012,6,0.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Posaconazole,2013,4,0.5,True,v1,2026-07-08
COL,Aspergillus fumigatus,Posaconazole,2014,9,1.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Posaconazole,2015,13,1.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Voriconazole,2012,6,2.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Voriconazole,2013,4,2.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Voriconazole,2014,9,2.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Voriconazole,2015,13,1.0,True,v1,2026-07-08
COL,Candida albicans,Amphotericin B,2011,4,2.0,True,v1,2026-07-08
COL,Candida albicans,Amphotericin B,2012,14,1.0,True,v1,2026-07-08
COL,Candida albicans,Amphotericin B,2013,2,1.0,True,v1,2026-07-08
COL,Candida albicans,Amphotericin B,2014,4,1.0,True,v1,2026-07-08
COL,Candida albicans,Amphotericin B,2015,6,2.0,True,v1,2026-07-08
COL,Candida albicans,Flucytosine,2011,4,0.0,True,v1,2026-07-08
COL,Candida albicans,Flucytosine,2012,14,0.0,True,v1,2026-07-08
COL,Candida albicans,Flucytosine,2013,2,0.0,True,v1,2026-07-08
COL,Candida albicans,Itraconazole,2011,4,1.4999999999999996,True,v1,2026-07-08
COL,Candida albicans,Itraconazole,2012,14,1.9999999999999996,True,v1,2026-07-08
COL,Candida albicans,Itraconazole,2013,2,1.9999999999999996,True,v1,2026-07-08
COL,Candida albicans,Posaconazole,2011,4,1.5,True,v1,2026-07-08
COL,Candida albicans,Posaconazole,2012,14,1.0,True,v1,2026-07-08
COL,Candida albicans,Posaconazole,2013,2,1.0,True,v1,2026-07-08
COL,Candida albicans,Posaconazole,2014,4,1.0,True,v1,2026-07-08
COL,Candida albicans,Posaconazole,2015,6,1.0,True,v1,2026-07-08
COL,Candida dubliniensis,Flucytosine,2012,1,0.0,True,v1,2026-07-08
COL,Candida dubliniensis,Itraconazole,2012,1,0.0,True,v1,2026-07-08
COL,Candida dubliniensis,Posaconazole,2012,1,1.0588936890535687,True,v1,2026-07-08
COL,Candida glabrata,Amphotericin B,2011,4,1.0,True,v1,2026-07-08
COL,Candida glabrata,Amphotericin B,2012,2,1.0,True,v1,2026-07-08
COL,Candida glabrata,Fluconazole,2011,4,-3.5,True,v1,2026-07-08
COL,Candida glabrata,Fluconazole,2012,2,-4.5,True,v1,2026-07-08
COL,Candida glabrata,Flucytosine,2011,4,0.0,True,v1,2026-07-08
COL,Candida glabrata,Flucytosine,2012,2,0.0,True,v1,2026-07-08
COL,Candida glabrata,Itraconazole,2011,4,1.5,True,v1,2026-07-08
COL,Candida glabrata,Itraconazole,2012,2,1.5,True,v1,2026-07-08
COL,Candida glabrata,Posaconazole,2011,4,0.5,True,v1,2026-07-08
COL,Candida glabrata,Posaconazole,2012,2,0.0,True,v1,2026-07-08
COL,Candida glabrata,Voriconazole,2011,4,2.0588936890535687,True,v1,2026-07-08
COL,Candida glabrata,Voriconazole,2012,2,1.0,True,v1,2026-07-08
COL,Candida guilliermondii,Amphotericin B,2011,3,2.0,True,v1,2026-07-08
COL,Candida guilliermondii,Flucytosine,2011,3,1.0,True,v1,2026-07-08
COL,Candida guilliermondii,Itraconazole,2011,3,1.0,True,v1,2026-07-08
COL,Candida guilliermondii,Posaconazole,2011,3,1.0,True,v1,2026-07-08
COL,Candida krusei,Amphotericin B,2011,1,1.0,True,v1,2026-07-08
COL,Candida krusei,Amphotericin B,2012,2,0.0,True,v1,2026-07-08
COL,Candida krusei,Flucytosine,2011,1,2.0,True,v1,2026-07-08
COL,Candida krusei,Flucytosine,2012,2,1.5,True,v1,2026-07-08
COL,Candida krusei,Itraconazole,2011,1,1.0,True,v1,2026-07-08
COL,Candida krusei,Itraconazole,2012,2,1.0,True,v1,2026-07-08
COL,Candida krusei,Posaconazole,2011,1,0.0,True,v1,2026-07-08
COL,Candida krusei,Posaconazole,2012,2,0.0,True,v1,2026-07-08
COL,Candida parapsilosis,Amphotericin B,2011,4,1.0,True,v1,2026-07-08
COL,Candida parapsilosis,Amphotericin B,2012,2,1.0,True,v1,2026-07-08
COL,Candida parapsilosis,Amphotericin B,2013,3,1.0,True,v1,2026-07-08
COL,Candida parapsilosis,Amphotericin B,2014,5,1.0,True,v1,2026-07-08
COL,Candida parapsilosis,Amphotericin B,2015,4,1.0,True,v1,2026-07-08
COL,Candida parapsilosis,Flucytosine,2011,4,0.0,True,v1,2026-07-08
COL,Candida parapsilosis,Flucytosine,2012,2,0.0,True,v1,2026-07-08
COL,Candida parapsilosis,Flucytosine,2013,3,0.0,True,v1,2026-07-08
COL,Candida parapsilosis,Itraconazole,2011,4,1.5294468445267844,True,v1,2026-07-08
COL,Candida parapsilosis,Itraconazole,2012,2,1.0294468445267844,True,v1,2026-07-08
COL,Candida parapsilosis,Itraconazole,2013,3,1.0,True,v1,2026-07-08
COL,Candida parapsilosis,Posaconazole,2011,4,1.5588936890535685,True,v1,2026-07-08
COL,Candida parapsilosis,Posaconazole,2012,2,1.0294468445267841,True,v1,2026-07-08
COL,Candida parapsilosis,Posaconazole,2013,3,0.0,True,v1,2026-07-08
COL,Candida parapsilosis,Posaconazole,2014,5,1.0588936890535687,True,v1,2026-07-08
COL,Candida parapsilosis,Posaconazole,2015,4,2.5588936890535683,True,v1,2026-07-08
COL,Candida tropicalis,Amphotericin B,2011,4,1.0,True,v1,2026-07-08
COL,Candida tropicalis,Amphotericin B,2012,2,1.0,True,v1,2026-07-08
COL,Candida tropicalis,Amphotericin B,2014,2,1.0,True,v1,2026-07-08
COL,Candida tropicalis,Amphotericin B,2015,2,1.0,True,v1,2026-07-08
COL,Candida tropicalis,Flucytosine,2011,4,0.0,True,v1,2026-07-08
COL,Candida tropicalis,Flucytosine,2012,2,0.0,True,v1,2026-07-08
COL,Candida tropicalis,Itraconazole,2011,4,3.0588936890535683,True,v1,2026-07-08
COL,Candida tropicalis,Itraconazole,2012,2,1.5294468445267841,True,v1,2026-07-08
COL,Candida tropicalis,Posaconazole,2011,4,1.4999999999999996,True,v1,2026-07-08
COL,Candida tropicalis,Posaconazole,2012,2,-0.5294468445267844,True,v1,2026-07-08
COL,Candida tropicalis,Posaconazole,2014,2,0.9999999999999996,True,v1,2026-07-08
COL,Candida tropicalis,Posaconazole,2015,2,-1.0294468445267846,True,v1,2026-07-08
COL,Cryptococcus neoformans,Amphotericin B,2011,2,0.0,True,v1,2026-07-08
COL,Cryptococcus neoformans,Fluconazole,2011,2,3.5,True,v1,2026-07-08
COL,Cryptococcus neoformans,Flucytosine,2011,2,3.0,True,v1,2026-07-08
COL,Cryptococcus neoformans,Itraconazole,2011,2,1.5294468445267844,True,v1,2026-07-08
COL,Cryptococcus neoformans,Posaconazole,2011,2,1.0588936890535687,True,v1,2026-07-08
COL,Cryptococcus neoformans,Voriconazole,2011,2,2.5588936890535683,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Amphotericin B,2012,3,0.0,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Amphotericin B,2013,4,0.0,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Amphotericin B,2014,5,1.0,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Amphotericin B,2015,3,1.0,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Fluconazole,2012,3,2.0,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Fluconazole,2013,4,3.0,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Fluconazole,2014,5,2.0,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Fluconazole,2015,3,2.0,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Flucytosine,2012,3,2.0,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Flucytosine,2013,4,2.0,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Itraconazole,2012,3,2.0588936890535687,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Itraconazole,2013,4,1.5294468445267844,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Posaconazole,2012,3,1.0588936890535687,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Posaconazole,2013,4,0.5294468445267844,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Posaconazole,2014,5,0.0,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Posaconazole,2015,3,0.0,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Voriconazole,2012,3,3.0588936890535683,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Voriconazole,2013,4,3.0588936890535683,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Voriconazole,2014,5,2.0588936890535683,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Voriconazole,2015,3,2.0588936890535683,True,v1,2026-07-08
CRI,Candida albicans,Amphotericin B,2019,17,2.0,True,v1,2026-07-08
CRI,Candida albicans,Itraconazole,2019,17,0.9999999999999996,True,v1,2026-07-08
CRI,Candida albicans,Posaconazole,2019,17,1.0,True,v1,2026-07-08
CRI,Candida krusei,Amphotericin B,2019,1,0.0,True,v1,2026-07-08
CRI,Candida krusei,Itraconazole,2019,1,1.0,True,v1,2026-07-08
CRI,Candida krusei,Posaconazole,2019,1,0.0,True,v1,2026-07-08
CRI,Candida parapsilosis,Amphotericin B,2019,4,2.0,True,v1,2026-07-08
CRI,Candida parapsilosis,Itraconazole,2019,4,2.5588936890535683,True,v1,2026-07-08
CRI,Candida parapsilosis,Posaconazole,2019,4,2.5588936890535683,True,v1,2026-07-08
CRI,Candida tropicalis,Amphotericin B,2019,3,1.0,True,v1,2026-07-08
CRI,Candida tropicalis,Itraconazole,2019,3,2.0588936890535687,True,v1,2026-07-08
CRI,Candida tropicalis,Posaconazole,2019,3,0.0,True,v1,2026-07-08
CZE,Aspergillus flavus,Itraconazole,2022,1,0.0,True,v1,2026-07-08
CZE,Aspergillus flavus,Posaconazole,2022,1,1.0,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Itraconazole,2014,3,1.0,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Itraconazole,2016,1,1.0,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Itraconazole,2018,1,0.0,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Itraconazole,2019,1,1.0,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Itraconazole,2022,1,1.0,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Itraconazole,2023,3,2.0,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Itraconazole,2024,1,2.0,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Posaconazole,2014,3,1.0,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Posaconazole,2016,1,0.0,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Posaconazole,2018,1,0.0,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Posaconazole,2019,1,0.0,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Posaconazole,2022,1,1.0,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Posaconazole,2023,3,2.0588936890535687,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Posaconazole,2024,1,2.0588936890535687,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Amphotericin B,2013,3,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Amphotericin B,2015,9,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Amphotericin B,2016,3,0.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Amphotericin B,2017,4,0.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Amphotericin B,2018,11,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Amphotericin B,2019,6,0.5,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Amphotericin B,2021,15,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Amphotericin B,2022,7,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Amphotericin B,2023,11,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Amphotericin B,2024,13,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Isavuconazole,2017,4,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Isavuconazole,2018,11,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Isavuconazole,2019,6,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Isavuconazole,2021,15,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Isavuconazole,2022,7,0.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Isavuconazole,2023,11,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Isavuconazole,2024,13,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Itraconazole,2013,3,0.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Itraconazole,2015,9,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Itraconazole,2016,3,0.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Itraconazole,2017,4,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Itraconazole,2018,11,0.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Itraconazole,2019,6,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Itraconazole,2021,15,0.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Itraconazole,2022,7,0.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Itraconazole,2023,11,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Itraconazole,2024,13,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Posaconazole,2013,3,0.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Posaconazole,2015,9,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Posaconazole,2016,3,0.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Posaconazole,2017,4,1.5294468445267844,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Posaconazole,2018,11,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Posaconazole,2019,6,2.0588936890535687,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Posaconazole,2021,15,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Posaconazole,2022,7,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Posaconazole,2023,11,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Posaconazole,2024,13,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Voriconazole,2013,3,2.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Voriconazole,2015,9,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Voriconazole,2016,3,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Voriconazole,2017,4,1.5,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Voriconazole,2018,11,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Voriconazole,2019,6,2.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Voriconazole,2021,15,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Voriconazole,2022,7,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Voriconazole,2023,11,1.0,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Voriconazole,2024,13,1.0,True,v1,2026-07-08
CZE,Aspergillus niger,Itraconazole,2018,1,0.0,True,v1,2026-07-08
CZE,Aspergillus niger,Itraconazole,2024,1,1.0,True,v1,2026-07-08
CZE,Aspergillus niger,Posaconazole,2018,1,1.0,True,v1,2026-07-08
CZE,Aspergillus niger,Posaconazole,2024,1,2.0,True,v1,2026-07-08
CZE,Aspergillus niger species complex,Itraconazole,2019,1,1.0,True,v1,2026-07-08
CZE,Aspergillus niger species complex,Itraconazole,2022,1,1.0,True,v1,2026-07-08
CZE,Aspergillus niger species complex,Itraconazole,2024,1,1.0,True,v1,2026-07-08
CZE,Aspergillus niger species complex,Posaconazole,2019,1,1.0,True,v1,2026-07-08
CZE,Aspergillus niger species complex,Posaconazole,2022,1,2.0,True,v1,2026-07-08
CZE,Aspergillus niger species complex,Posaconazole,2024,1,2.0,True,v1,2026-07-08
CZE,Candida albicans,Amphotericin B,2013,12,1.0,True,v1,2026-07-08
CZE,Candida albicans,Amphotericin B,2014,12,1.0,True,v1,2026-07-08
CZE,Candida albicans,Amphotericin B,2015,6,1.5,True,v1,2026-07-08
CZE,Candida albicans,Amphotericin B,2016,16,1.0,True,v1,2026-07-08
CZE,Candida albicans,Amphotericin B,2017,9,2.0,True,v1,2026-07-08
CZE,Candida albicans,Amphotericin B,2018,11,3.0,True,v1,2026-07-08
CZE,Candida albicans,Amphotericin B,2019,16,2.0,True,v1,2026-07-08
CZE,Candida albicans,Amphotericin B,2020,12,2.0,True,v1,2026-07-08
CZE,Candida albicans,Amphotericin B,2021,8,3.0,True,v1,2026-07-08
CZE,Candida albicans,Amphotericin B,2022,18,2.5,True,v1,2026-07-08
CZE,Candida albicans,Amphotericin B,2023,3,2.0,True,v1,2026-07-08
CZE,Candida albicans,Amphotericin B,2024,9,2.0,True,v1,2026-07-08
CZE,Candida albicans,Flucytosine,2013,12,0.0,True,v1,2026-07-08
CZE,Candida albicans,Itraconazole,2013,12,1.4999999999999996,True,v1,2026-07-08
CZE,Candida albicans,Itraconazole,2017,9,0.0,True,v1,2026-07-08
CZE,Candida albicans,Itraconazole,2018,11,0.9999999999999996,True,v1,2026-07-08
CZE,Candida albicans,Itraconazole,2019,16,1.4999999999999996,True,v1,2026-07-08
CZE,Candida albicans,Itraconazole,2020,12,1.9999999999999996,True,v1,2026-07-08
CZE,Candida albicans,Itraconazole,2021,8,1.9999999999999996,True,v1,2026-07-08
CZE,Candida albicans,Itraconazole,2022,18,2.9999999999999996,True,v1,2026-07-08
CZE,Candida albicans,Itraconazole,2023,3,0.9999999999999996,True,v1,2026-07-08
CZE,Candida albicans,Itraconazole,2024,9,1.9999999999999996,True,v1,2026-07-08
CZE,Candida albicans,Posaconazole,2013,12,1.0,True,v1,2026-07-08
CZE,Candida albicans,Posaconazole,2014,12,1.0,True,v1,2026-07-08
CZE,Candida albicans,Posaconazole,2015,6,2.0,True,v1,2026-07-08
CZE,Candida albicans,Posaconazole,2016,16,1.0,True,v1,2026-07-08
CZE,Candida albicans,Posaconazole,2017,9,1.0,True,v1,2026-07-08
CZE,Candida albicans,Posaconazole,2018,11,1.0,True,v1,2026-07-08
CZE,Candida albicans,Posaconazole,2019,16,1.0,True,v1,2026-07-08
CZE,Candida albicans,Posaconazole,2020,12,1.0,True,v1,2026-07-08
CZE,Candida albicans,Posaconazole,2021,8,1.0,True,v1,2026-07-08
CZE,Candida albicans,Posaconazole,2022,18,2.0,True,v1,2026-07-08
CZE,Candida albicans,Posaconazole,2023,3,0.0,True,v1,2026-07-08
CZE,Candida albicans,Posaconazole,2024,9,1.0,True,v1,2026-07-08
CZE,Candida dubliniensis,Itraconazole,2019,1,2.0588936890535683,True,v1,2026-07-08
CZE,Candida dubliniensis,Itraconazole,2021,1,3.0588936890535683,True,v1,2026-07-08
CZE,Candida dubliniensis,Posaconazole,2015,2,4.512338986857827,True,v1,2026-07-08
