canonical_organism,canonical_drug,drug_class,iso3_country,parsed_year,specimen_source,n_isolates_in_stratum,n_classified,n_wt,n_nwt,coverage_t_over_n,tier1_bound_lower,tier1_bound_upper,tier1_width,tier2_bound_upper_assumes_monotonicity,low_n_flag,version,date_added
Candida albicans,Amphotericin B,Polyene,SWE,2020,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2020,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2020,Other,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2020,Sputum,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2020,Tracheal aspirate,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2021,Lower Respiratory Tract,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2021,Wound/Drainage/Ulcer,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2022,Abscess (pus),1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2022,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2022,Genital tract,12,12,12,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2022,Sputum,6,6,6,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2022,Unknown,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2022,Upper Respiratory Tract,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2022,Ureteral catheter,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2023,Abscess (pus),1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2023,Blood culture,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2023,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2023,"Ears,nose,throat",1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2023,Intravenous/IV Line,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2023,Other,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2023,Sinus,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2023,Sputum,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2023,Unknown,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2024,Abscess (pus),1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2024,Aspirate,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2024,Blood culture,7,7,7,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,SWE,2024,Other,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2011,Blood culture,10,10,10,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2012,Blood culture,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2013,Blood culture,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2013,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2014,Unknown,6,6,6,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2015,Unknown,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2016,Blood culture,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2016,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2016,Sputum,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2016,Urine/Urinary tract,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2016,Wound/Drainage/Ulcer,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2017,Unknown,16,16,16,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2018,Unknown,7,7,7,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2019,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2019,Bronchoalveolar lavage/wash,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2019,GI tract/bowel,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2019,Peritoneal fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2019,Tissue,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2020,Abscess (pus),1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2020,Blood culture,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2020,Bronchoalveolar lavage/wash,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2020,GI tract/bowel,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2020,Other,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2020,Tissue,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2021,Blood culture,6,6,6,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2021,Bronchoalveolar lavage/wash,7,7,7,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2022,Aspirate,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2022,Blood culture,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2022,Bronchoalveolar lavage/wash,9,9,9,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2022,GI tract/bowel,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2022,Tissue,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2022,Wound/Drainage/Ulcer,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2023,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2023,Bronchoalveolar lavage/wash,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2023,Sputum,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2023,Ureteral catheter,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2024,Abscess (pus),1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2024,Blood culture,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,THA,2024,Bronchoalveolar lavage/wash,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2010,Abscess (pus),6,6,6,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2010,Blood culture,8,8,8,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2010,Bronchoalveolar lavage/wash,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2010,Invasive pulmonary,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2010,Other,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2010,Plueral fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2010,Sputum,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2010,Tracheal aspirate,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2011,Abscess (pus),6,6,6,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2011,Blood culture,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2011,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2011,Catheter,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2011,Other,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2011,Sputum,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2011,Tissue,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2012,Blood culture,28,28,28,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2012,Bronchoalveolar lavage/wash,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2012,Unknown,10,10,10,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2013,Blood culture,20,20,20,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2013,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2013,Sputum,6,6,6,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2013,Unknown,23,23,23,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2013,Urine/Urinary tract,9,9,9,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2014,Blood culture,19,19,19,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2014,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2014,Lower Respiratory Tract,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2014,Other,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2014,Urine/Urinary tract,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2014,Wound/Drainage/Ulcer,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2015,Blood culture,40,40,40,0,1.0,1.0,1.0,0.0,1.0,False,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2016,Blood culture,7,7,7,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2016,Genital tract,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2016,Sputum,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2016,Tissue,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2016,Urine/Urinary tract,13,13,13,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2016,Wound/Drainage/Ulcer,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2017,Blood culture,8,8,8,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2017,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2017,Genital tract,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2017,Urine/Urinary tract,11,11,11,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2017,Wound/Drainage/Ulcer,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2018,Blood culture,15,15,15,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2018,Tracheal aspirate,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2018,Urine/Urinary tract,13,13,13,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2018,Wound/Drainage/Ulcer,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2019,Abscess (pus),2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2019,Blood culture,8,8,8,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2019,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2019,Cerebrospinal fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2019,Urine/Urinary tract,14,14,14,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2019,Wound/Drainage/Ulcer,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2020,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2020,Tissue,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2021,Blood culture,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2021,Cerebrospinal fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2022,Blood culture,13,13,13,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2022,Unknown,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2023,Blood culture,12,12,12,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2024,Blood culture,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2024,Bronchoalveolar lavage/wash,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TUR,2024,Intravenous/IV Line,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TWN,2010,Blood culture,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TWN,2019,Blood culture,15,15,15,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TWN,2020,Blood culture,15,15,15,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TWN,2021,Blood culture,15,15,15,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TWN,2022,Blood culture,15,15,15,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,TWN,2023,Blood culture,7,7,7,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,UKR,2012,Blood culture,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,UKR,2013,Blood culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2010,Abscess (pus),4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2010,Ascitic fluid,11,11,11,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2010,Blood culture,211,210,210,0,0.995260663507109,0.995260663507109,1.0,0.004739336492890996,1.0,False,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2010,Bone/Joint culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2010,Bronchoalveolar lavage/wash,31,31,31,0,1.0,1.0,1.0,0.0,1.0,False,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2010,Cerebrospinal fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2010,Lower Respiratory Tract,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2010,Other,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2010,Peritoneal fluid,6,6,6,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2010,Plueral fluid,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2010,Sputum,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2010,Tissue,8,8,8,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2010,Tracheal aspirate,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2010,Unknown,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2010,Wound/Drainage/Ulcer,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2011,Abscess (pus),2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2011,Ascitic fluid,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2011,Blood culture,110,110,110,0,1.0,1.0,1.0,0.0,1.0,False,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2011,Bronchoalveolar lavage/wash,20,20,20,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2011,Invasive pulmonary,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2011,Other,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2011,Peritoneal fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2011,Plueral fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2011,Sputum,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2011,Tissue,9,9,9,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2011,Unknown,17,17,17,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2012,Abscess (pus),1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2012,Ascitic fluid,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2012,Blood culture,83,83,83,0,1.0,1.0,1.0,0.0,1.0,False,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2012,Bronchoalveolar lavage/wash,16,16,16,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2012,GI tract/bowel,3,3,3,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2012,Other,9,9,9,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2012,Peritoneal fluid,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2012,Plueral fluid,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2012,Sputum,18,18,18,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2012,Tissue,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2012,Unknown,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2012,Wound/Drainage/Ulcer,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2013,Blood culture,78,77,77,0,0.9871794871794872,0.9871794871794872,1.0,0.01282051282051282,1.0,False,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2013,Bone/Joint culture,2,2,2,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2013,Bronchoalveolar lavage/wash,20,20,20,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2013,GI tract/bowel,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2013,Other,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2013,Peritoneal fluid,5,5,5,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2013,Sputum,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2013,Tissue,4,4,4,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2014,Aspirate,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2014,Blood culture,61,61,61,0,1.0,1.0,1.0,0.0,1.0,False,v1,2026-07-08
Candida albicans,Amphotericin B,Polyene,USA,2014,Bone/Joint culture,1,1,1,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
