iso3_country,canonical_organism,canonical_drug,n_years,first_year,last_year,total_n_isolates,min_n_isolates_across_years,evolutionary_fitness_score_slope,intercept,pearson_r,low_density_flag,version,date_added
CAN,Aspergillus flavus species complex,Posaconazole,6,2011,2019,10,1,0.08878504672897207,-179.1074766355142,0.6942448904797761,True,v1,2026-07-08
CAN,Aspergillus fumigatus,Amphotericin B,11,2010,2020,142,1,-0.0090909090909186,18.772727272746426,-0.057735026918962554,True,v1,2026-07-08
CAN,Aspergillus fumigatus,Isavuconazole,5,2013,2020,67,9,0.09589041095889263,-192.84931506846988,0.4730161648796402,True,v1,2026-07-08
CAN,Aspergillus fumigatus,Itraconazole,11,2010,2020,142,1,-0.05000000000000511,101.15909090910117,-0.33786231425867325,True,v1,2026-07-08
CAN,Aspergillus fumigatus,Posaconazole,11,2010,2020,142,1,0.02727272727271324,-54.22727272724442,0.1936491673103708,True,v1,2026-07-08
CAN,Aspergillus fumigatus,Voriconazole,11,2010,2020,142,1,-0.10909090909089973,221.27272727270832,-0.692820323027551,True,v1,2026-07-08
CAN,Aspergillus niger,Itraconazole,3,2013,2017,6,1,0.4615384615384254,-928.8461538460812,0.9607689228305228,True,v1,2026-07-08
CAN,Aspergillus niger,Posaconazole,3,2013,2017,6,1,0.26923076923077094,-541.0769230769267,0.9707253433941512,True,v1,2026-07-08
CAN,Aspergillus niger species complex,Itraconazole,7,2011,2020,9,1,-0.11619718309858369,234.2253521126602,-0.3162761744007445,True,v1,2026-07-08
CAN,Aspergillus niger species complex,Posaconazole,7,2011,2020,9,1,0.02582159624413036,-51.60563380281469,0.15384991568772635,True,v1,2026-07-08
CAN,Candida albicans,Amphotericin B,11,2010,2020,169,8,0.17272727272725352,-346.5909090908702,0.8332051183416779,True,v1,2026-07-08
CAN,Candida albicans,Flucytosine,4,2010,2013,85,17,0.0,0.0,,True,v1,2026-07-08
CAN,Candida albicans,Itraconazole,8,2010,2020,128,9,-0.04629629629630858,95.16203703706175,-0.2837521769195829,True,v1,2026-07-08
CAN,Candida albicans,Posaconazole,11,2010,2020,169,8,0.08181818181816866,-163.68181818179158,0.45,True,v1,2026-07-08
CAN,Candida dubliniensis,Flucytosine,3,2010,2013,10,3,0.0,0.0,,True,v1,2026-07-08
CAN,Candida dubliniensis,Itraconazole,6,2010,2019,16,1,-0.17005570828806701,344.48797837190347,-0.48402260298350924,True,v1,2026-07-08
CAN,Candida dubliniensis,Posaconazole,9,2010,2019,27,1,-0.0029411764705832085,8.873599571396383,-0.015041420939904652,True,v1,2026-07-08
CAN,Candida glabrata,Amphotericin B,11,2010,2020,97,2,0.03181818181816452,-62.84090909087421,0.25732511773283273,True,v1,2026-07-08
CAN,Candida glabrata,Fluconazole,11,2010,2020,97,2,0.040909090909076566,-85.5227272726983,0.20433447413392494,True,v1,2026-07-08
CAN,Candida glabrata,Flucytosine,4,2010,2013,46,2,0.0,0.0,,True,v1,2026-07-08
CAN,Candida glabrata,Itraconazole,8,2010,2020,66,2,-5.499898959484934e-15,1.6250000000110827,0.0,True,v1,2026-07-08
CAN,Candida glabrata,Posaconazole,11,2010,2020,97,2,0.12513656000671136,-250.9121877427863,0.45054662044540944,True,v1,2026-07-08
CAN,Candida glabrata,Voriconazole,11,2010,2020,97,2,0.16925803395508068,-338.7848339183576,0.6077083480275305,True,v1,2026-07-08
CAN,Candida guilliermondii,Amphotericin B,2,2012,2014,2,1,-9.565740041419686e-17,2.000000000000192,,True,v1,2026-07-08
CAN,Candida guilliermondii,Posaconazole,2,2012,2014,2,1,0.0,0.0,,True,v1,2026-07-08
CAN,Candida krusei,Amphotericin B,6,2010,2017,8,1,-3.311288568617793e-17,1.0000000000000666,,True,v1,2026-07-08
CAN,Candida krusei,Flucytosine,4,2010,2013,6,1,-0.45000000000004997,906.8000000001006,-0.36291502734548037,True,v1,2026-07-08
CAN,Candida krusei,Itraconazole,5,2010,2017,7,1,-0.051172256934378574,104.30106304394099,-0.10405549041601624,True,v1,2026-07-08
CAN,Candida krusei,Posaconazole,6,2010,2017,8,1,0.11418272417331221,-229.17334147936862,0.28406926345587796,True,v1,2026-07-08
CAN,Candida lusitaniae,Amphotericin B,2,2010,2017,3,1,-7.307106997895243e-18,2.0000000000000147,,True,v1,2026-07-08
CAN,Candida lusitaniae,Itraconazole,2,2010,2017,3,1,-0.21849240636098216,442.2286304746279,-1.0,True,v1,2026-07-08
CAN,Candida lusitaniae,Posaconazole,2,2010,2017,3,1,0.0,0.0,,True,v1,2026-07-08
CAN,Candida parapsilosis,Amphotericin B,10,2010,2020,26,1,0.0941558441558452,-188.13636363636564,0.6067618395694334,True,v1,2026-07-08
CAN,Candida parapsilosis,Flucytosine,4,2010,2013,14,3,0.0,0.0,,True,v1,2026-07-08
CAN,Candida parapsilosis,Itraconazole,7,2010,2020,18,1,0.052551569152603055,-103.96217259651262,0.3108535762630557,True,v1,2026-07-08
CAN,Candida parapsilosis,Posaconazole,10,2010,2020,26,1,0.0854978354978365,-170.3350457048878,0.3100758489306973,True,v1,2026-07-08
CAN,Candida tropicalis,Amphotericin B,9,2010,2018,21,1,0.10000000000001166,-200.1777777778013,0.7539370349250518,True,v1,2026-07-08
CAN,Candida tropicalis,Flucytosine,4,2010,2013,11,1,0.0,0.0,,True,v1,2026-07-08
CAN,Candida tropicalis,Itraconazole,6,2010,2018,14,1,-0.065420560747661,133.93022819145116,-0.2765782017476053,True,v1,2026-07-08
CAN,Candida tropicalis,Posaconazole,9,2010,2018,21,1,0.1166666666666659,-233.46666666666513,0.4260064336151292,True,v1,2026-07-08
CHE,Candida albicans,Amphotericin B,5,2019,2023,6,1,0.20000000000000287,-402.0000000000057,0.7071067811865476,True,v1,2026-07-08
CHE,Candida albicans,Itraconazole,5,2019,2023,6,1,0.20000000000000412,-402.2000000000082,0.31622776601683794,True,v1,2026-07-08
CHE,Candida albicans,Posaconazole,5,2019,2023,6,1,2.0774229758593208e-15,1.5999999999958021,0.0,True,v1,2026-07-08
CHE,Candida glabrata,Amphotericin B,5,2019,2024,7,1,0.04054054054053327,-80.54054054052585,0.14237369936287492,True,v1,2026-07-08
CHE,Candida glabrata,Fluconazole,5,2019,2024,7,1,-0.3108108108108278,625.810810810845,-0.6684239227769609,True,v1,2026-07-08
CHE,Candida glabrata,Itraconazole,5,2019,2024,7,1,0.10810810810811916,-216.1081081081305,0.37966319830099965,True,v1,2026-07-08
CHE,Candida glabrata,Posaconazole,5,2019,2024,7,1,-0.11288327208543264,229.77144827688718,-0.23664385158759066,True,v1,2026-07-08
CHE,Candida glabrata,Voriconazole,5,2019,2024,7,1,-0.06756756756756153,139.62646125660896,-0.183803655523452,True,v1,2026-07-08
CHE,Candida tropicalis,Amphotericin B,2,2019,2023,2,1,0.2500000000000211,-502.7500000000428,0.9999999999999999,True,v1,2026-07-08
CHE,Candida tropicalis,Itraconazole,2,2019,2023,2,1,0.250000000000021,-502.691106310989,0.9999999999999999,True,v1,2026-07-08
CHE,Candida tropicalis,Posaconazole,2,2019,2023,2,1,0.5000000000000421,-1009.5000000000855,1.0,True,v1,2026-07-08
CHL,Candida albicans,Amphotericin B,15,2010,2024,175,2,0.08571428571428724,-171.28571428571738,0.6060915267313265,True,v1,2026-07-08
CHL,Candida albicans,Flucytosine,4,2010,2013,91,19,0.0,0.0,,True,v1,2026-07-08
CHL,Candida albicans,Itraconazole,12,2010,2024,145,2,-0.057984790874526196,118.10931558935663,-0.46654687246396587,True,v1,2026-07-08
CHL,Candida albicans,Posaconazole,15,2010,2024,175,2,-0.050000000000001175,101.3833333333357,-0.36572935592243533,True,v1,2026-07-08
CHL,Candida dubliniensis,Itraconazole,5,2013,2022,7,1,0.11278195488721551,-225.6027604462797,0.4113063728303114,True,v1,2026-07-08
CHL,Candida dubliniensis,Posaconazole,6,2013,2022,8,1,0.025495750708218128,-48.89578053191532,0.15967388862370485,True,v1,2026-07-08
CHL,Candida glabrata,Amphotericin B,14,2010,2024,41,1,0.022708039492242538,-44.544005641748846,0.23447251175925204,True,v1,2026-07-08
CHL,Candida glabrata,Fluconazole,14,2010,2024,41,1,0.07009873060649396,-144.61410437236748,0.39749253254683514,True,v1,2026-07-08
CHL,Candida glabrata,Flucytosine,4,2010,2013,13,2,0.0,0.0,,True,v1,2026-07-08
CHL,Candida glabrata,Itraconazole,11,2010,2024,33,1,0.11716981132075555,-234.56943396226578,0.7989162221969046,True,v1,2026-07-08
CHL,Candida glabrata,Posaconazole,14,2010,2024,41,1,0.05867418899859075,-117.25345557122954,0.38345655746948054,True,v1,2026-07-08
CHL,Candida glabrata,Voriconazole,14,2010,2024,41,1,0.06733633868141804,-133.3479056342362,0.46500568296638073,True,v1,2026-07-08
CHL,Candida guilliermondii,Amphotericin B,2,2021,2024,2,1,-0.33333333333332116,675.6666666666421,-1.0,True,v1,2026-07-08
CHL,Candida guilliermondii,Itraconazole,2,2021,2024,2,1,0.9999999999999635,-2022.999999999926,1.0,True,v1,2026-07-08
CHL,Candida guilliermondii,Posaconazole,2,2021,2024,2,1,0.6666666666666423,-1348.3333333332841,1.0,True,v1,2026-07-08
CHL,Candida krusei,Amphotericin B,11,2011,2024,18,1,0.004916420845618081,-9.330875122897801,0.043072649666490465,True,v1,2026-07-08
CHL,Candida krusei,Flucytosine,2,2011,2013,3,1,-0.5000000000000615,1007.5000000001236,-0.9999999999999999,True,v1,2026-07-08
CHL,Candida krusei,Itraconazole,9,2011,2024,16,1,0.008356545961002625,-15.70334261838407,0.06094276353360053,True,v1,2026-07-08
CHL,Candida krusei,Posaconazole,11,2011,2024,18,1,0.02565342502212029,-50.80836741204254,0.18957038501094012,True,v1,2026-07-08
CHL,Candida lusitaniae,Amphotericin B,10,2010,2023,24,1,0.0667324128862496,-132.60256410254502,0.5517424862597207,True,v1,2026-07-08
CHL,Candida lusitaniae,Flucytosine,3,2010,2013,6,1,0.0,0.0,,True,v1,2026-07-08
CHL,Candida lusitaniae,Itraconazole,8,2010,2023,20,1,-0.001361045872817587,4.207985122231703,-0.011841438995947348,True,v1,2026-07-08
CHL,Candida lusitaniae,Posaconazole,10,2010,2023,24,1,-0.021696252465480334,43.84615384614798,-0.1208791208791209,True,v1,2026-07-08
CHL,Candida parapsilosis,Amphotericin B,14,2010,2024,93,2,0.06390532544378864,-127.29822485207434,0.5362592325517963,True,v1,2026-07-08
CHL,Candida parapsilosis,Flucytosine,4,2010,2013,44,2,0.0,0.0,,True,v1,2026-07-08
CHL,Candida parapsilosis,Itraconazole,11,2010,2024,74,2,-0.011509714011454458,25.265955892558992,-0.07022380555312062,True,v1,2026-07-08
CHL,Candida parapsilosis,Posaconazole,14,2010,2024,93,2,-0.07006712931200884,143.06434376388074,-0.46415379582437344,True,v1,2026-07-08
CHL,Candida tropicalis,Amphotericin B,14,2010,2024,35,1,0.02202304737515769,-43.064916773362704,0.22325239871781208,True,v1,2026-07-08
CHL,Candida tropicalis,Flucytosine,4,2010,2013,10,2,0.0,0.0,,True,v1,2026-07-08
CHL,Candida tropicalis,Itraconazole,12,2010,2024,31,1,-0.04171312986872059,86.79355872510956,-0.21217387540666222,True,v1,2026-07-08
CHL,Candida tropicalis,Posaconazole,14,2010,2024,35,1,-0.016645326504484557,34.71766965429566,-0.11629414338173333,True,v1,2026-07-08
CHL,Cryptococcus neoformans var. grubii,Amphotericin B,6,2012,2024,6,1,0.08935611038107122,-179.97240473060486,0.8715084269467274,True,v1,2026-07-08
CHL,Cryptococcus neoformans var. grubii,Fluconazole,6,2012,2024,6,1,0.042049934296982956,-82.51642575559544,0.25938368274655266,True,v1,2026-07-08
CHL,Cryptococcus neoformans var. grubii,Flucytosine,2,2012,2013,2,1,2.0000000000009246,-4024.0000000018626,0.9999999999999999,True,v1,2026-07-08
CHL,Cryptococcus neoformans var. grubii,Itraconazole,5,2012,2024,5,1,0.06208108693502268,-123.85671343883061,0.22280332997474298,True,v1,2026-07-08
CHL,Cryptococcus neoformans var. grubii,Posaconazole,6,2012,2024,6,1,0.014299885179899323,-27.982189186137795,0.06021902933523063,True,v1,2026-07-08
CHL,Cryptococcus neoformans var. grubii,Voriconazole,6,2012,2024,6,1,0.2090161355018185,-419.54398067920795,0.4873792449008575,True,v1,2026-07-08
CHN,Aspergillus flavus species complex,Itraconazole,2,2012,2013,9,3,-1.2814294577869363e-16,1.0000000000002578,,True,v1,2026-07-08
CHN,Aspergillus flavus species complex,Posaconazole,2,2012,2013,9,3,1.0000000000004623,-2012.0000000009313,0.9999999999999999,True,v1,2026-07-08
CHN,Aspergillus fumigatus,Amphotericin B,2,2012,2013,20,7,-1.2814294577869363e-16,1.0000000000002578,,True,v1,2026-07-08
CHN,Aspergillus fumigatus,Itraconazole,2,2012,2013,20,7,1.0000000000004623,-2012.0000000009313,0.9999999999999999,True,v1,2026-07-08
CHN,Aspergillus fumigatus,Posaconazole,2,2012,2013,20,7,1.0000000000004623,-2012.0000000009313,0.9999999999999999,True,v1,2026-07-08
CHN,Aspergillus fumigatus,Voriconazole,2,2012,2013,20,7,-2.5628589155738726e-16,2.0000000000005156,,True,v1,2026-07-08
CHN,Aspergillus niger species complex,Itraconazole,2,2012,2013,2,1,1.0000000000004623,-2012.0000000009313,0.9999999999999999,True,v1,2026-07-08
CHN,Aspergillus niger species complex,Posaconazole,2,2012,2013,2,1,1.0000000000004623,-2011.000000000931,0.9999999999999999,True,v1,2026-07-08
CHN,Candida albicans,Amphotericin B,4,2010,2013,163,26,-0.2999999999999951,604.6999999999903,-0.7745966692414834,True,v1,2026-07-08
CHN,Candida albicans,Flucytosine,4,2010,2013,163,26,0.0,0.0,,True,v1,2026-07-08
CHN,Candida albicans,Itraconazole,4,2010,2013,163,26,-0.700000000000005,1409.80000000001,-0.9438798074485388,True,v1,2026-07-08
CHN,Candida albicans,Posaconazole,4,2010,2013,163,26,-0.7000000000000214,1409.300000000043,-0.9438798074485388,True,v1,2026-07-08
CHN,Candida glabrata,Amphotericin B,4,2010,2013,55,2,-0.2999999999999951,604.6999999999903,-0.7745966692414834,True,v1,2026-07-08
CHN,Candida glabrata,Fluconazole,4,2010,2013,55,2,-0.8999999999999849,1807.0999999999697,-0.7745966692414834,True,v1,2026-07-08
CHN,Candida glabrata,Flucytosine,4,2010,2013,55,2,0.0,0.0,,True,v1,2026-07-08
CHN,Candida glabrata,Itraconazole,4,2010,2013,55,2,-0.7588340533580228,1528.0270600407948,-0.7745966692414834,True,v1,2026-07-08
CHN,Candida glabrata,Posaconazole,4,2010,2013,55,2,-0.7588340533580228,1527.0270600407946,-0.7745966692414834,True,v1,2026-07-08
CHN,Candida glabrata,Voriconazole,4,2010,2013,55,2,-0.9176681067160553,1847.6541200816087,-0.7745966692414833,True,v1,2026-07-08
CHN,Candida guilliermondii,Amphotericin B,2,2012,2013,4,2,-0.5000000000002315,1008.0000000004661,-0.9999999999999999,True,v1,2026-07-08
CHN,Candida guilliermondii,Flucytosine,2,2012,2013,4,2,-1.2814294577869363e-16,1.0000000000002578,,True,v1,2026-07-08
CHN,Candida guilliermondii,Itraconazole,2,2012,2013,4,2,0.5000000000002309,-1005.0000000004653,0.9999999999999999,True,v1,2026-07-08
CHN,Candida guilliermondii,Posaconazole,2,2012,2013,4,2,0.5294468445270294,-1064.2470511883835,1.0,True,v1,2026-07-08
CHN,Candida krusei,Amphotericin B,2,2012,2013,3,1,1.0000000000004623,-2012.0000000009313,0.9999999999999999,True,v1,2026-07-08
CHN,Candida krusei,Flucytosine,2,2012,2013,3,1,-2.000000000000924,4027.0000000018617,-0.9999999999999999,True,v1,2026-07-08
CHN,Candida krusei,Itraconazole,2,2012,2013,3,1,-0.5000000000002315,1008.0000000004661,-0.9999999999999999,True,v1,2026-07-08
CHN,Candida krusei,Posaconazole,2,2012,2013,3,1,-1.2814294577869363e-16,1.0000000000002578,,True,v1,2026-07-08
CHN,Candida parapsilosis,Amphotericin B,4,2010,2013,86,8,-0.2999999999999951,604.6999999999903,-0.7745966692414834,True,v1,2026-07-08
CHN,Candida parapsilosis,Flucytosine,4,2010,2013,86,8,0.0,0.0,,True,v1,2026-07-08
CHN,Candida parapsilosis,Itraconazole,4,2010,2013,86,8,-0.299999999999995,605.7588936890436,-0.7745966692414834,True,v1,2026-07-08
CHN,Candida parapsilosis,Posaconazole,4,2010,2013,86,8,-0.4000000000000014,806.4088936890565,-0.8000000000000002,True,v1,2026-07-08
CHN,Candida tropicalis,Amphotericin B,4,2010,2013,67,2,-0.14999999999999755,302.84999999999513,-0.7745966692414834,True,v1,2026-07-08
CHN,Candida tropicalis,Flucytosine,4,2010,2013,67,2,0.0,0.0,,True,v1,2026-07-08
CHN,Candida tropicalis,Itraconazole,4,2010,2013,67,2,-0.9500000000000168,1914.1088936890878,-0.9326733179802503,True,v1,2026-07-08
CHN,Candida tropicalis,Posaconazole,4,2010,2013,67,2,-0.7500000000000122,1510.000000000025,-0.9393364366277243,True,v1,2026-07-08
COL,Aspergillus flavus species complex,Itraconazole,4,2012,2015,8,1,0.4000000000000056,-804.4000000000113,0.6324555320336758,True,v1,2026-07-08
COL,Aspergillus flavus species complex,Posaconazole,4,2012,2015,8,1,0.3000000000000042,-603.3000000000086,0.7745966692414834,True,v1,2026-07-08
COL,Aspergillus fumigatus,Amphotericin B,4,2012,2015,32,4,7.053976088104185e-14,0.499999999857968,0.0,True,v1,2026-07-08
COL,Aspergillus fumigatus,Itraconazole,4,2012,2015,32,4,0.40000000000007635,-804.9000000001538,0.8944271909999159,True,v1,2026-07-08
COL,Aspergillus fumigatus,Posaconazole,4,2012,2015,32,4,0.35000000000004017,-704.100000000081,0.9438798074485388,True,v1,2026-07-08
COL,Aspergillus fumigatus,Voriconazole,4,2012,2015,32,4,-0.3000000000000749,605.8000000001508,-0.7745966692414834,True,v1,2026-07-08
COL,Candida albicans,Amphotericin B,5,2011,2015,30,2,1.5220443523412678e-14,1.3999999999693602,0.0,True,v1,2026-07-08
COL,Candida albicans,Flucytosine,3,2011,2013,20,2,0.0,0.0,,True,v1,2026-07-08
COL,Candida albicans,Itraconazole,3,2011,2013,20,2,0.2500000000000198,-501.16666666670665,0.8660254037844387,True,v1,2026-07-08
COL,Candida albicans,Posaconazole,5,2011,2015,30,2,-0.10000000000000574,202.40000000001157,-0.7071067811865477,True,v1,2026-07-08
COL,Candida glabrata,Amphotericin B,2,2011,2012,6,2,8.029655583659532e-17,0.9999999999998388,,True,v1,2026-07-08
COL,Candida glabrata,Fluconazole,2,2011,2012,6,2,-1.0000000000010907,2007.5000000021948,-0.9999999999999999,True,v1,2026-07-08
COL,Candida glabrata,Flucytosine,2,2011,2012,6,2,0.0,0.0,,True,v1,2026-07-08
COL,Candida glabrata,Itraconazole,2,2011,2012,6,2,2.504972269970584e-16,1.4999999999994962,,True,v1,2026-07-08
COL,Candida glabrata,Posaconazole,2,2011,2012,6,2,-0.500000000000545,1006.0000000010966,-0.9999999999999999,True,v1,2026-07-08
COL,Candida glabrata,Voriconazole,2,2011,2012,6,2,-1.058893689054723,2131.494102378103,-1.0,True,v1,2026-07-08
COL,Candida krusei,Amphotericin B,2,2011,2012,3,1,-1.00000000000109,2012.0000000021932,-0.9999999999999999,True,v1,2026-07-08
COL,Candida krusei,Flucytosine,2,2011,2012,3,1,-0.5000000000005449,1007.5000000010964,-0.9999999999999999,True,v1,2026-07-08
COL,Candida krusei,Itraconazole,2,2011,2012,3,1,8.029655583659532e-17,0.9999999999998388,,True,v1,2026-07-08
COL,Candida krusei,Posaconazole,2,2011,2012,3,1,0.0,0.0,,True,v1,2026-07-08
COL,Candida parapsilosis,Amphotericin B,5,2011,2015,18,2,3.423884785093219e-17,0.9999999999999303,,True,v1,2026-07-08
COL,Candida parapsilosis,Flucytosine,3,2011,2013,9,2,0.0,0.0,,True,v1,2026-07-08
COL,Candida parapsilosis,Itraconazole,3,2011,2013,9,2,-0.2647234222634164,533.8098234903451,-0.8897063616064311,True,v1,2026-07-08
COL,Candida parapsilosis,Posaconazole,5,2011,2015,18,2,0.20294468445271807,-407.2864242209839,0.34522099491688324,True,v1,2026-07-08
COL,Candida tropicalis,Amphotericin B,4,2011,2015,10,2,6.626597341505862e-20,0.9999999999999997,,True,v1,2026-07-08
COL,Candida tropicalis,Flucytosine,2,2011,2012,6,2,0.0,0.0,,True,v1,2026-07-08
COL,Candida tropicalis,Itraconazole,2,2011,2012,6,2,-1.529446844528451,3078.77649803577,-1.0,True,v1,2026-07-08
COL,Candida tropicalis,Posaconazole,4,2011,2015,10,2,-0.35294468445272675,710.7129263810756,-0.5339895967363469,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Amphotericin B,4,2012,2015,15,3,0.40000000000007635,-804.9000000001538,0.8944271909999159,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Fluconazole,4,2012,2015,15,3,-0.1000000000000722,203.6000000001454,-0.2581988897471611,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Flucytosine,2,2012,2013,7,3,-2.5628589155738726e-16,2.0000000000005156,,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Itraconazole,2,2012,2013,7,3,-0.529446844527029,1067.3059448774363,-1.0,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Posaconazole,4,2012,2015,15,3,-0.37061279116879176,746.6259401517573,-0.9438798074485388,True,v1,2026-07-08
COL,Cryptococcus neoformans var. grubii,Voriconazole,4,2012,2015,15,3,-0.40000000000007646,807.9588936892076,-0.8944271909999159,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Itraconazole,7,2014,2024,11,1,0.1143344709897432,-229.74744027300125,0.6188864821723769,True,v1,2026-07-08
CZE,Aspergillus flavus species complex,Posaconazole,7,2014,2024,11,1,0.16613812333793904,-334.63010344671403,0.6710490729290102,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Amphotericin B,10,2013,2024,82,3,0.03762541806019325,-75.2081939799181,0.3227901259293393,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Isavuconazole,7,2017,2024,67,4,-0.03424657534246665,70.05479452054975,-0.2389092412837483,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Itraconazole,10,2013,2024,82,3,0.03344481605351247,-67.01839464883093,0.23132597278649603,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Posaconazole,10,2013,2024,82,3,0.06570881620119369,-131.69412409361175,0.3906016316270693,True,v1,2026-07-08
CZE,Aspergillus fumigatus,Voriconazole,10,2013,2024,82,3,-0.05434782608695868,110.9673913043521,-0.4662524041201568,True,v1,2026-07-08
CZE,Aspergillus niger,Itraconazole,2,2018,2024,2,1,0.16666666666668267,-336.3333333333656,1.0,True,v1,2026-07-08
CZE,Aspergillus niger,Posaconazole,2,2018,2024,2,1,0.16666666666668267,-335.33333333336566,1.0,True,v1,2026-07-08
CZE,Aspergillus niger species complex,Itraconazole,3,2019,2024,3,1,-6.769711912292512e-18,1.0000000000000138,,True,v1,2026-07-08
CZE,Aspergillus niger species complex,Posaconazole,3,2019,2024,3,1,0.2105263157894528,-423.94736842101025,0.917662935482247,True,v1,2026-07-08
CZE,Candida albicans,Amphotericin B,12,2013,2024,132,3,0.12587412587411942,-252.16025641024314,0.6467529689957268,True,v1,2026-07-08
CZE,Candida albicans,Itraconazole,9,2013,2024,98,3,0.10507246376812183,-210.65579710146116,0.42130874106478494,True,v1,2026-07-08
CZE,Candida albicans,Posaconazole,12,2013,2024,132,3,-0.0314685314685278,64.60256410255664,-0.22034393241350794,True,v1,2026-07-08
CZE,Candida dubliniensis,Itraconazole,2,2019,2021,2,1,0.49999999999982936,-1007.4411063106012,0.9999999999999999,True,v1,2026-07-08
CZE,Candida dubliniensis,Posaconazole,4,2015,2021,5,1,-0.17569118984447954,357.92315332220306,-0.6657502859356825,True,v1,2026-07-08
CZE,Candida glabrata,Amphotericin B,11,2013,2024,60,2,0.04075032341526767,-81.07826649418352,0.3776587506644433,True,v1,2026-07-08
CZE,Candida glabrata,Fluconazole,11,2013,2024,60,2,0.1817593790426738,-370.2697283311429,0.4349303286521499,True,v1,2026-07-08
CZE,Candida glabrata,Itraconazole,8,2013,2024,44,2,0.36309523809520383,-732.0148809523115,0.7494117633817952,True,v1,2026-07-08
CZE,Candida glabrata,Posaconazole,11,2013,2024,60,2,0.1586624081613324,-319.412716321212,0.3739556385218217,True,v1,2026-07-08
CZE,Candida glabrata,Voriconazole,11,2013,2024,60,2,0.26562186851313047,-534.1404230403207,0.5693347013773415,True,v1,2026-07-08
CZE,Candida guilliermondii,Amphotericin B,3,2014,2021,4,1,0.15116279069767546,-303.51162790697873,0.9912407071619304,True,v1,2026-07-08
CZE,Candida guilliermondii,Posaconazole,3,2014,2021,4,1,-0.03488372093023009,70.34883720929733,-0.13206763594884358,True,v1,2026-07-08
CZE,Candida krusei,Amphotericin B,8,2013,2023,10,1,-3.936831413565393e-17,1.00000000000008,,True,v1,2026-07-08
CZE,Candida krusei,Itraconazole,6,2013,2023,7,1,-0.0006199335689951831,2.761874779689533,-0.0025719510945932983,True,v1,2026-07-08
CZE,Candida krusei,Posaconazole,8,2013,2023,10,1,-0.015891133038191337,33.14412735709114,-0.14032141113530638,True,v1,2026-07-08
CZE,Candida lusitaniae,Amphotericin B,4,2018,2024,5,1,-0.09523809523802805,194.4285714284356,-0.21821789023599236,True,v1,2026-07-08
CZE,Candida lusitaniae,Itraconazole,4,2018,2024,5,1,0.1379635344111556,-276.83615101094955,0.5559643405747108,True,v1,2026-07-08
CZE,Candida lusitaniae,Posaconazole,4,2018,2024,5,1,0.011904761904767304,-23.92857142858233,0.1259881576697424,True,v1,2026-07-08
CZE,Candida parapsilosis,Amphotericin B,11,2013,2024,19,1,0.04285714285713784,-84.84285714284705,0.3224149000607059,True,v1,2026-07-08
CZE,Candida parapsilosis,Itraconazole,9,2013,2024,13,1,-0.04113753076549828,84.7834850188589,-0.20345581458913908,True,v1,2026-07-08
CZE,Candida parapsilosis,Posaconazole,11,2013,2024,19,1,-0.1155264782010971,235.0637240709546,-0.4521354989478972,True,v1,2026-07-08
CZE,Candida tropicalis,Amphotericin B,9,2013,2022,14,1,0.05483870967741888,-109.39354838709583,0.364937972129928,True,v1,2026-07-08
CZE,Candida tropicalis,Itraconazole,6,2013,2022,10,1,0.12037404983526552,-240.80739130908154,0.44851942560663416,True,v1,2026-07-08
CZE,Candida tropicalis,Posaconazole,9,2013,2022,14,1,0.16210158352383866,-326.3788816299861,0.36931099279672186,True,v1,2026-07-08
CZE,Cryptococcus neoformans var. grubii,Amphotericin B,4,2016,2021,5,1,0.10169491525423806,-204.74576271186586,0.39056673294247163,True,v1,2026-07-08
CZE,Cryptococcus neoformans var. grubii,Fluconazole,4,2016,2021,5,1,-0.03389830508472293,70.91525423724202,-0.13018891098082386,True,v1,2026-07-08
CZE,Cryptococcus neoformans var. grubii,Itraconazole,3,2017,2021,4,1,0.2647234222633959,-532.4373270904273,0.5142321446805672,True,v1,2026-07-08
CZE,Cryptococcus neoformans var. grubii,Posaconazole,4,2016,2021,5,1,-0.011958161944637334,25.42873061155447,-0.026969553360354507,True,v1,2026-07-08
CZE,Cryptococcus neoformans var. grubii,Voriconazole,4,2016,2021,5,1,-0.1016949152542379,207.8046564009191,-0.39056673294247163,True,v1,2026-07-08
CZE,Cryptococcus neoformans var. neoformans,Amphotericin B,2,2014,2019,2,1,5.132927161772241e-17,0.9999999999998958,,True,v1,2026-07-08
CZE,Cryptococcus neoformans var. neoformans,Fluconazole,2,2014,2019,2,1,0.1999999999999867,-399.799999999973,0.9999999999999999,True,v1,2026-07-08
CZE,Cryptococcus neoformans var. neoformans,Posaconazole,2,2014,2019,2,1,3.7794098238316185e-17,1.058893689053492,,True,v1,2026-07-08
