iso3_country,canonical_organism,canonical_drug,dosing_variant,parsed_year,n_isolates,median_distance_to_failure,mixed_breakpoint_versions_in_cell,low_n_flag,version,date_added
HRV,Streptococcus pneumoniae,ceftriaxone,,2014,19,5.058893689053568,False,True,v1,2026-07-08
HRV,Streptococcus pneumoniae,ceftriaxone,,2015,73,6.058893689053568,False,False,v1,2026-07-08
HRV,Streptococcus pneumoniae,ceftriaxone,,2016,1,1.0,False,True,v1,2026-07-08
HRV,Streptococcus pneumoniae,cefuroxime,,2014,19,3.0588936890535687,False,True,v1,2026-07-08
HRV,Streptococcus pneumoniae,cefuroxime,,2015,73,3.0588936890535687,False,False,v1,2026-07-08
HRV,Streptococcus pneumoniae,cefuroxime,,2016,1,-2.0,False,True,v1,2026-07-08
HRV,Streptococcus pneumoniae,clarithromycin,,2014,19,5.058893689053568,False,True,v1,2026-07-08
HRV,Streptococcus pneumoniae,clarithromycin,,2015,73,4.058893689053568,False,False,v1,2026-07-08
HRV,Streptococcus pneumoniae,clarithromycin,,2016,1,4.058893689053568,False,True,v1,2026-07-08
HRV,Streptococcus pneumoniae,erythromycin,,2014,19,4.058893689053568,False,True,v1,2026-07-08
HRV,Streptococcus pneumoniae,erythromycin,,2015,73,4.058893689053568,False,False,v1,2026-07-08
HRV,Streptococcus pneumoniae,erythromycin,,2016,1,4.058893689053568,False,True,v1,2026-07-08
HRV,Streptococcus pneumoniae,levofloxacin,,2014,19,1.0,False,True,v1,2026-07-08
HRV,Streptococcus pneumoniae,levofloxacin,,2015,73,1.0,False,False,v1,2026-07-08
HRV,Streptococcus pneumoniae,levofloxacin,,2016,1,1.0,False,True,v1,2026-07-08
HRV,Streptococcus pneumoniae,moxifloxacin,,2014,19,2.0588936890535687,False,True,v1,2026-07-08
HRV,Streptococcus pneumoniae,moxifloxacin,,2015,73,2.0588936890535687,False,False,v1,2026-07-08
HRV,Streptococcus pneumoniae,moxifloxacin,,2016,1,2.0588936890535687,False,True,v1,2026-07-08
HRV,Streptococcus pneumoniae,penicillin,,2014,19,5.058893689053568,False,True,v1,2026-07-08
HRV,Streptococcus pneumoniae,penicillin,,2015,73,5.058893689053568,False,False,v1,2026-07-08
HRV,Streptococcus pneumoniae,penicillin,,2016,1,0.0,False,True,v1,2026-07-08
HRV,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2014,19,4.058893689053569,False,True,v1,2026-07-08
HRV,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2015,73,3.0,False,False,v1,2026-07-08
HRV,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2016,1,0.0,False,True,v1,2026-07-08
IND,Haemophilus influenzae,amoxicillin,,2018,4,1.0,False,True,v1,2026-07-08
IND,Haemophilus influenzae,amoxicillin,,2020,33,2.0,False,False,v1,2026-07-08
IND,Haemophilus influenzae,amoxicillin,,2021,134,2.0,False,False,v1,2026-07-08
IND,Haemophilus influenzae,amoxicillin/clavulanate,fixed_2ug,2018,4,2.5,False,True,v1,2026-07-08
IND,Haemophilus influenzae,amoxicillin/clavulanate,fixed_2ug,2020,33,2.0,False,False,v1,2026-07-08
IND,Haemophilus influenzae,amoxicillin/clavulanate,fixed_2ug,2021,134,2.0,False,False,v1,2026-07-08
IND,Haemophilus influenzae,amoxicillin/clavulanate,standard,2018,4,1.0,False,True,v1,2026-07-08
IND,Haemophilus influenzae,amoxicillin/clavulanate,standard,2020,33,2.0,False,False,v1,2026-07-08
IND,Haemophilus influenzae,amoxicillin/clavulanate,standard,2021,134,2.0,False,False,v1,2026-07-08
IND,Haemophilus influenzae,ampicillin,,2018,4,1.0,False,True,v1,2026-07-08
IND,Haemophilus influenzae,ampicillin,,2020,33,2.0,False,False,v1,2026-07-08
IND,Haemophilus influenzae,ampicillin,,2021,134,2.0,False,False,v1,2026-07-08
IND,Haemophilus influenzae,cefixime,,2018,4,2.0588936890535683,False,True,v1,2026-07-08
IND,Haemophilus influenzae,cefixime,,2020,33,2.0588936890535683,False,False,v1,2026-07-08
IND,Haemophilus influenzae,cefixime,,2021,134,2.0588936890535683,False,False,v1,2026-07-08
IND,Haemophilus influenzae,cefotaxime,,2018,4,4.465784284662087,False,True,v1,2026-07-08
IND,Haemophilus influenzae,cefotaxime,,2020,33,3.0588936890535683,False,False,v1,2026-07-08
IND,Haemophilus influenzae,cefotaxime,,2021,134,3.0588936890535683,False,False,v1,2026-07-08
IND,Haemophilus influenzae,cefpodoxime,,2018,4,1.5588936890535685,False,True,v1,2026-07-08
IND,Haemophilus influenzae,cefpodoxime,,2020,33,2.0588936890535683,False,False,v1,2026-07-08
IND,Haemophilus influenzae,cefpodoxime,,2021,134,2.0588936890535683,False,False,v1,2026-07-08
IND,Haemophilus influenzae,ceftibuten,,2018,4,3.029446844526784,False,True,v1,2026-07-08
IND,Haemophilus influenzae,ceftibuten,,2020,33,4.058893689053568,False,False,v1,2026-07-08
IND,Haemophilus influenzae,ceftibuten,,2021,134,4.058893689053568,False,False,v1,2026-07-08
IND,Haemophilus influenzae,ceftriaxone,,2018,4,5.465784284662087,False,True,v1,2026-07-08
IND,Haemophilus influenzae,ceftriaxone,,2020,33,4.965784284662087,False,False,v1,2026-07-08
IND,Haemophilus influenzae,ceftriaxone,,2021,134,4.965784284662087,False,False,v1,2026-07-08
IND,Haemophilus influenzae,cefuroxime,,2018,4,2.5,False,True,v1,2026-07-08
IND,Haemophilus influenzae,cefuroxime,,2020,33,2.0,False,False,v1,2026-07-08
IND,Haemophilus influenzae,cefuroxime,,2021,134,2.0,False,False,v1,2026-07-08
IND,Haemophilus influenzae,levofloxacin,,2018,4,-3.0588936890535683,False,True,v1,2026-07-08
IND,Haemophilus influenzae,levofloxacin,,2020,33,-3.0588936890535683,False,False,v1,2026-07-08
IND,Haemophilus influenzae,levofloxacin,,2021,134,-3.0588936890535683,False,False,v1,2026-07-08
IND,Haemophilus influenzae,moxifloxacin,,2018,4,-2.0,False,True,v1,2026-07-08
IND,Haemophilus influenzae,moxifloxacin,,2020,33,-2.0,False,False,v1,2026-07-08
IND,Haemophilus influenzae,moxifloxacin,,2021,134,-2.0,False,False,v1,2026-07-08
IND,Haemophilus influenzae,tetracycline,,2018,4,3.0,False,True,v1,2026-07-08
IND,Haemophilus influenzae,tetracycline,,2020,33,3.0,False,False,v1,2026-07-08
IND,Haemophilus influenzae,tetracycline,,2021,134,3.0,False,False,v1,2026-07-08
IND,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2018,4,-2.5,False,True,v1,2026-07-08
IND,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2020,33,-3.0,False,False,v1,2026-07-08
IND,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2021,134,-3.0,False,False,v1,2026-07-08
IND,Streptococcus pneumoniae,azithromycin,,2018,26,-3.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,azithromycin,,2020,12,-0.5,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,azithromycin,,2021,139,-4.0,False,False,v1,2026-07-08
IND,Streptococcus pneumoniae,cefaclor,,2018,26,-3.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,cefaclor,,2020,12,-1.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,cefaclor,,2021,139,-2.0,False,False,v1,2026-07-08
IND,Streptococcus pneumoniae,cefotaxime,,2018,26,3.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,cefotaxime,,2020,12,6.058893689053568,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,cefotaxime,,2021,139,4.058893689053569,False,False,v1,2026-07-08
IND,Streptococcus pneumoniae,cefpodoxime,,2018,26,0.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,cefpodoxime,,2020,12,4.058893689053568,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,cefpodoxime,,2021,139,1.0,False,False,v1,2026-07-08
IND,Streptococcus pneumoniae,ceftriaxone,,2018,26,2.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,ceftriaxone,,2020,12,6.058893689053568,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,ceftriaxone,,2021,139,3.0,False,False,v1,2026-07-08
IND,Streptococcus pneumoniae,cefuroxime,,2018,26,1.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,cefuroxime,,2020,12,5.058893689053568,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,cefuroxime,,2021,139,1.0,False,False,v1,2026-07-08
IND,Streptococcus pneumoniae,clarithromycin,,2018,26,-2.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,clarithromycin,,2020,12,1.0294468445267841,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,clarithromycin,,2021,139,-3.0,False,False,v1,2026-07-08
IND,Streptococcus pneumoniae,doxycycline,,2018,26,-1.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,doxycycline,,2020,12,-1.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,doxycycline,,2021,139,-1.0,False,False,v1,2026-07-08
IND,Streptococcus pneumoniae,erythromycin,,2018,26,-2.5,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,erythromycin,,2020,12,0.5294468445267841,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,erythromycin,,2021,139,-4.0,False,False,v1,2026-07-08
IND,Streptococcus pneumoniae,levofloxacin,,2018,26,1.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,levofloxacin,,2020,12,1.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,levofloxacin,,2021,139,1.0,False,False,v1,2026-07-08
IND,Streptococcus pneumoniae,moxifloxacin,,2018,26,2.0588936890535687,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,moxifloxacin,,2020,12,2.0588936890535687,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,moxifloxacin,,2021,139,2.0588936890535687,False,False,v1,2026-07-08
IND,Streptococcus pneumoniae,penicillin,,2018,26,3.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,penicillin,,2020,12,6.058893689053568,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,penicillin,,2021,139,3.0,False,False,v1,2026-07-08
IND,Streptococcus pneumoniae,tetracycline,,2018,26,-1.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,tetracycline,,2020,12,-1.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,tetracycline,,2021,139,-1.0,False,False,v1,2026-07-08
IND,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2018,26,-1.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2020,12,1.0,False,True,v1,2026-07-08
IND,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2021,139,-1.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,amoxicillin,,2018,3,2.0,False,True,v1,2026-07-08
ITA,Haemophilus influenzae,amoxicillin,,2019,59,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,amoxicillin,,2020,118,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,amoxicillin,,2021,69,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,amoxicillin/clavulanate,fixed_2ug,2018,3,2.0,False,True,v1,2026-07-08
ITA,Haemophilus influenzae,amoxicillin/clavulanate,fixed_2ug,2019,59,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,amoxicillin/clavulanate,fixed_2ug,2020,118,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,amoxicillin/clavulanate,fixed_2ug,2021,69,3.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,amoxicillin/clavulanate,standard,2018,3,2.0,False,True,v1,2026-07-08
ITA,Haemophilus influenzae,amoxicillin/clavulanate,standard,2019,59,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,amoxicillin/clavulanate,standard,2020,118,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,amoxicillin/clavulanate,standard,2021,69,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,ampicillin,,2018,3,2.0,False,True,v1,2026-07-08
ITA,Haemophilus influenzae,ampicillin,,2019,59,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,ampicillin,,2020,118,1.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,ampicillin,,2021,69,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,cefixime,,2018,3,2.0588936890535683,False,True,v1,2026-07-08
ITA,Haemophilus influenzae,cefixime,,2019,59,2.0588936890535683,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,cefixime,,2020,118,2.0588936890535683,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,cefixime,,2021,69,2.0588936890535683,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,cefotaxime,,2018,3,3.0588936890535683,False,True,v1,2026-07-08
ITA,Haemophilus influenzae,cefotaxime,,2019,59,3.0588936890535683,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,cefotaxime,,2020,118,3.0588936890535683,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,cefotaxime,,2021,69,3.0588936890535683,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,cefpodoxime,,2018,3,2.0588936890535683,False,True,v1,2026-07-08
ITA,Haemophilus influenzae,cefpodoxime,,2019,59,2.0588936890535683,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,cefpodoxime,,2020,118,2.0588936890535683,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,cefpodoxime,,2021,69,2.0588936890535683,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,ceftibuten,,2018,3,3.0588936890535687,False,True,v1,2026-07-08
ITA,Haemophilus influenzae,ceftibuten,,2019,59,4.058893689053568,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,ceftibuten,,2020,118,4.058893689053568,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,ceftibuten,,2021,69,4.058893689053568,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,ceftriaxone,,2018,3,4.965784284662087,False,True,v1,2026-07-08
ITA,Haemophilus influenzae,ceftriaxone,,2019,59,4.965784284662087,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,ceftriaxone,,2020,118,4.965784284662087,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,ceftriaxone,,2021,69,4.965784284662087,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,cefuroxime,,2018,3,2.0,False,True,v1,2026-07-08
ITA,Haemophilus influenzae,cefuroxime,,2019,59,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,cefuroxime,,2020,118,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,cefuroxime,,2021,69,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,levofloxacin,,2018,3,2.0,False,True,v1,2026-07-08
ITA,Haemophilus influenzae,levofloxacin,,2019,59,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,levofloxacin,,2020,118,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,levofloxacin,,2021,69,2.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,moxifloxacin,,2018,3,3.0588936890535683,False,True,v1,2026-07-08
ITA,Haemophilus influenzae,moxifloxacin,,2019,59,3.0588936890535683,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,moxifloxacin,,2020,118,3.0588936890535683,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,moxifloxacin,,2021,69,3.0588936890535683,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,tetracycline,,2018,3,3.0,False,True,v1,2026-07-08
ITA,Haemophilus influenzae,tetracycline,,2019,59,3.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,tetracycline,,2020,118,3.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,tetracycline,,2021,69,3.0,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2018,3,3.0588936890535687,False,True,v1,2026-07-08
ITA,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2019,59,3.0588936890535687,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2020,118,3.0588936890535687,False,False,v1,2026-07-08
ITA,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2021,69,3.0588936890535687,False,False,v1,2026-07-08
ITA,Streptococcus pneumoniae,azithromycin,,2019,15,-5.0,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,azithromycin,,2020,21,-3.0,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,azithromycin,,2021,41,2.0588936890535687,False,False,v1,2026-07-08
ITA,Streptococcus pneumoniae,cefaclor,,2019,15,0.0,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,cefaclor,,2020,21,-1.0,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,cefaclor,,2021,41,-1.0,False,False,v1,2026-07-08
ITA,Streptococcus pneumoniae,cefotaxime,,2019,15,5.058893689053568,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,cefotaxime,,2020,21,5.058893689053568,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,cefotaxime,,2021,41,6.058893689053568,False,False,v1,2026-07-08
ITA,Streptococcus pneumoniae,cefpodoxime,,2019,15,3.0588936890535683,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,cefpodoxime,,2020,21,3.0588936890535683,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,cefpodoxime,,2021,41,3.0588936890535683,False,False,v1,2026-07-08
ITA,Streptococcus pneumoniae,ceftriaxone,,2019,15,5.058893689053568,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,ceftriaxone,,2020,21,5.058893689053568,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,ceftriaxone,,2021,41,5.058893689053568,False,False,v1,2026-07-08
ITA,Streptococcus pneumoniae,cefuroxime,,2019,15,3.0588936890535687,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,cefuroxime,,2020,21,3.0588936890535687,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,cefuroxime,,2021,41,4.058893689053568,False,False,v1,2026-07-08
ITA,Streptococcus pneumoniae,clarithromycin,,2019,15,-5.0,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,clarithromycin,,2020,21,-1.0,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,clarithromycin,,2021,41,4.058893689053568,False,False,v1,2026-07-08
ITA,Streptococcus pneumoniae,doxycycline,,2019,15,0.0,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,doxycycline,,2020,21,4.058893689053569,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,doxycycline,,2021,41,5.058893689053568,False,False,v1,2026-07-08
ITA,Streptococcus pneumoniae,erythromycin,,2019,15,-5.0,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,erythromycin,,2020,21,-2.0,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,erythromycin,,2021,41,3.0588936890535683,False,False,v1,2026-07-08
ITA,Streptococcus pneumoniae,levofloxacin,,2019,15,1.0,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,levofloxacin,,2020,21,1.0,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,levofloxacin,,2021,41,1.0,False,False,v1,2026-07-08
ITA,Streptococcus pneumoniae,moxifloxacin,,2019,15,3.0588936890535683,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,moxifloxacin,,2020,21,2.0588936890535687,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,moxifloxacin,,2021,41,2.0588936890535687,False,False,v1,2026-07-08
ITA,Streptococcus pneumoniae,penicillin,,2019,15,6.058893689053568,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,penicillin,,2020,21,6.058893689053568,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,penicillin,,2021,41,6.058893689053568,False,False,v1,2026-07-08
ITA,Streptococcus pneumoniae,tetracycline,,2019,15,-1.0,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,tetracycline,,2020,21,3.0,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,tetracycline,,2021,41,4.058893689053569,False,False,v1,2026-07-08
ITA,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2019,15,3.0,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2020,21,2.0,False,True,v1,2026-07-08
ITA,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2021,41,3.0,False,False,v1,2026-07-08
KEN,Streptococcus pneumoniae,ampicillin,,2016,14,3.0294468445267846,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,ampicillin,,2017,21,0.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,ampicillin,,2018,9,1.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,azithromycin,,2016,14,3.5588936890535683,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,azithromycin,,2017,21,-3.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,azithromycin,,2018,9,3.0588936890535683,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,cefaclor,,2016,14,-2.5,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,cefaclor,,2017,21,-5.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,cefaclor,,2018,9,-3.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,cefpodoxime,,2016,14,0.5,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,cefpodoxime,,2017,21,-1.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,cefpodoxime,,2018,9,0.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,ceftriaxone,,2016,14,4.058893689053569,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,ceftriaxone,,2017,21,2.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,ceftriaxone,,2018,9,3.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,cefuroxime,,2016,14,1.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,cefuroxime,,2017,21,-1.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,cefuroxime,,2018,9,1.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,clarithromycin,,2016,14,4.058893689053568,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,clarithromycin,,2017,21,-1.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,clarithromycin,,2018,9,4.058893689053568,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,erythromycin,,2016,14,4.058893689053568,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,erythromycin,,2017,21,-2.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,erythromycin,,2018,9,3.0588936890535683,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,levofloxacin,,2016,14,1.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,levofloxacin,,2017,21,1.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,levofloxacin,,2018,9,1.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,moxifloxacin,,2016,14,2.0588936890535687,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,moxifloxacin,,2017,21,2.0588936890535687,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,moxifloxacin,,2018,9,2.0588936890535687,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,penicillin,,2016,14,2.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,penicillin,,2017,21,1.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,penicillin,,2018,9,2.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2016,14,-1.5,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2017,21,-2.0,False,True,v1,2026-07-08
KEN,Streptococcus pneumoniae,trimethoprim/sulfamethoxazole,,2018,9,-1.0,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,amoxicillin,,2016,25,2.0,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,amoxicillin,,2017,5,-1.0,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,amoxicillin/clavulanate,standard,2016,25,2.0,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,amoxicillin/clavulanate,standard,2017,5,2.0,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,ampicillin,,2016,25,3.0588936890535687,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,ampicillin,,2017,5,-1.0,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,cefixime,,2016,25,2.0588936890535683,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,cefixime,,2017,5,3.0588936890535683,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,cefpodoxime,,2016,25,3.0588936890535683,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,cefpodoxime,,2017,5,4.058893689053568,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,ceftriaxone,,2016,25,3.0588936890535683,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,ceftriaxone,,2017,5,3.0588936890535683,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,cefuroxime,,2016,25,2.0,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,cefuroxime,,2017,5,3.0,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,levofloxacin,,2016,25,2.0,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,levofloxacin,,2017,5,1.0,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,moxifloxacin,,2016,25,3.0588936890535683,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,moxifloxacin,,2017,5,3.0588936890535683,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2016,25,-2.0,False,True,v1,2026-07-08
KHM,Haemophilus influenzae,trimethoprim/sulfamethoxazole,,2017,5,3.0588936890535687,False,True,v1,2026-07-08
KHM,Streptococcus pneumoniae,ampicillin,,2016,41,2.0,False,False,v1,2026-07-08
KHM,Streptococcus pneumoniae,ampicillin,,2017,7,0.0,False,True,v1,2026-07-08
KHM,Streptococcus pneumoniae,azithromycin,,2016,41,2.0588936890535687,False,False,v1,2026-07-08
KHM,Streptococcus pneumoniae,azithromycin,,2017,7,-2.0,False,True,v1,2026-07-08
KHM,Streptococcus pneumoniae,cefaclor,,2016,41,-2.0,False,False,v1,2026-07-08
KHM,Streptococcus pneumoniae,cefaclor,,2017,7,-5.0,False,True,v1,2026-07-08
KHM,Streptococcus pneumoniae,cefpodoxime,,2016,41,1.0,False,False,v1,2026-07-08
KHM,Streptococcus pneumoniae,cefpodoxime,,2017,7,0.0,False,True,v1,2026-07-08
KHM,Streptococcus pneumoniae,ceftriaxone,,2016,41,4.058893689053569,False,False,v1,2026-07-08
KHM,Streptococcus pneumoniae,ceftriaxone,,2017,7,2.0,False,True,v1,2026-07-08
KHM,Streptococcus pneumoniae,cefuroxime,,2016,41,1.0,False,False,v1,2026-07-08
KHM,Streptococcus pneumoniae,cefuroxime,,2017,7,-2.0,False,True,v1,2026-07-08
KHM,Streptococcus pneumoniae,clarithromycin,,2016,41,4.058893689053568,False,False,v1,2026-07-08
KHM,Streptococcus pneumoniae,clarithromycin,,2017,7,-1.0,False,True,v1,2026-07-08
KHM,Streptococcus pneumoniae,erythromycin,,2016,41,3.0588936890535683,False,False,v1,2026-07-08
