canonical_organism,drug_class,iso3_country,parsed_year,specimen_source,n_isolates_in_stratum,n_tested,n_susceptible,n_intermediate,n_resistant,coverage_t_over_n,tier1_bound_lower,tier1_bound_upper,tier1_width,tier2_bound_upper_assumes_monotonicity,low_n_flag,version,date_added
Aspergillus fumigatus,Triazole,USA,2013,Lower Respiratory Tract,3,6,5,1,0,2.0,1.6666666666666667,0.6666666666666666,-1.0,0.8333333333333334,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2013,Sputum,10,15,14,1,0,1.5,1.4,0.9,-0.5,0.9333333333333333,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2013,Upper Respiratory Tract,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2013,Wound/Drainage/Ulcer,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2014,Bronchoalveolar lavage/wash,12,12,12,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2014,Plueral fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2014,Sputum,6,6,6,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2014,Tissue,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2014,Tracheal aspirate,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2015,Bronchoalveolar lavage/wash,19,19,19,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2015,Invasive pulmonary,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2015,Plueral fluid,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2015,Sputum,28,28,28,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2015,Tissue,3,3,3,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2015,Tracheal aspirate,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2015,Unknown,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2015,Wound/Drainage/Ulcer,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2016,Aspirate,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2016,Bronchoalveolar lavage/wash,14,14,13,1,0,1.0,0.9285714285714286,0.9285714285714286,0.0,0.9285714285714286,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2016,Sinus,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2016,Sputum,9,9,9,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2016,Tissue,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2016,Unknown,2,2,2,0,0,1.0,1.0,1.0,0.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2017,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2017,Bronchoalveolar lavage/wash,15,30,30,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2017,Invasive pulmonary,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2017,Lower Respiratory Tract,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2017,Sinus,3,6,5,1,0,2.0,1.6666666666666667,0.6666666666666666,-1.0,0.8333333333333334,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2017,Sputum,8,16,12,4,0,2.0,1.5,0.5,-1.0,0.75,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2017,Tissue,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2017,Tracheal aspirate,3,6,6,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2017,Unknown,4,8,8,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2018,Blood culture,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2018,Bronchoalveolar lavage/wash,16,32,31,1,0,2.0,1.9375,0.9375,-1.0,0.96875,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2018,"Ears,nose,throat",1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2018,Invasive pulmonary,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2018,Sinus,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2018,Sputum,15,30,27,3,0,2.0,1.8,0.8,-1.0,0.9,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2018,Tissue,3,6,6,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2018,Tracheal aspirate,4,8,8,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2018,Unknown,6,12,11,1,0,2.0,1.8333333333333333,0.8333333333333334,-1.0,0.9166666666666666,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2018,Wound/Drainage/Ulcer,3,6,5,1,0,2.0,1.6666666666666667,0.6666666666666666,-1.0,0.8333333333333334,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2019,Bronchoalveolar lavage/wash,22,44,44,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2019,Cerebrospinal fluid,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2019,"Ears,nose,throat",2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2019,Eye/conjunctiva,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2019,Intravenous/IV Line,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2019,Invasive pulmonary,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2019,Lower Respiratory Tract,9,18,18,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2019,Other,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2019,Peritoneal fluid,1,2,0,0,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2019,Sinus,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2019,Sputum,26,52,48,4,0,2.0,1.8461538461538463,0.8461538461538461,-1.0,0.9230769230769231,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2019,Tracheal aspirate,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2019,Unknown,4,8,7,1,0,2.0,1.75,0.75,-1.0,0.875,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2019,Upper Respiratory Tract,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2020,Bronchoalveolar lavage/wash,6,12,12,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2020,"Ears,nose,throat",3,6,6,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2020,Invasive pulmonary,1,2,0,0,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2020,Other,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2020,Sputum,17,34,32,2,0,2.0,1.8823529411764706,0.8823529411764706,-1.0,0.9411764705882353,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2020,Tissue,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2020,Tracheal aspirate,3,6,6,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2020,Wound/Drainage/Ulcer,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2021,Bronchoalveolar lavage/wash,15,30,24,5,1,2.0,1.6,0.6,-1.0,0.8,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2021,Peritoneal fluid,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2021,Sputum,9,18,12,5,1,2.0,1.3333333333333333,0.3333333333333333,-1.0,0.6666666666666666,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2021,Tracheal aspirate,10,20,18,2,0,2.0,1.8,0.8,-1.0,0.9,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2021,Unknown,5,10,10,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2021,Wound/Drainage/Ulcer,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2022,Bronchoalveolar lavage/wash,13,26,24,2,0,2.0,1.8461538461538463,0.8461538461538461,-1.0,0.9230769230769231,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2022,"Ears,nose,throat",3,6,6,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2022,Invasive pulmonary,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2022,Other,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2022,Sinus,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2022,Sputum,10,20,18,0,2,2.0,1.8,0.8,-1.0,0.9,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2022,Tracheal aspirate,6,12,11,1,0,2.0,1.8333333333333333,0.8333333333333334,-1.0,0.9166666666666666,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2022,Wound/Drainage/Ulcer,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2023,Bronchoalveolar lavage/wash,13,26,26,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2023,"Ears,nose,throat",1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2023,GI tract/bowel,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2023,Invasive pulmonary,7,14,12,2,0,2.0,1.7142857142857142,0.7142857142857143,-1.0,0.8571428571428571,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2023,Lower Respiratory Tract,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2023,Other,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2023,Sputum,8,16,11,4,1,2.0,1.375,0.375,-1.0,0.6875,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2023,Tissue,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2023,Unknown,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2024,Abscess (pus),1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2024,Bone/Joint culture,1,2,1,1,0,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2024,Bronchoalveolar lavage/wash,15,30,28,2,0,2.0,1.8666666666666667,0.8666666666666667,-1.0,0.9333333333333333,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2024,Sinus,3,6,5,1,0,2.0,1.6666666666666667,0.6666666666666666,-1.0,0.8333333333333334,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2024,Sputum,21,42,40,2,0,2.0,1.9047619047619047,0.9047619047619048,-1.0,0.9523809523809523,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2024,Tissue,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2024,Tracheal aspirate,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2024,Unknown,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Aspergillus fumigatus,Triazole,USA,2024,Wound/Drainage/Ulcer,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2010,Blood culture,7,21,21,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2010,Bronchoalveolar lavage/wash,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2010,Invasive pulmonary,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2010,Sputum,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2011,Blood culture,5,15,15,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2011,Sputum,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2012,Blood culture,4,12,12,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2012,Bronchoalveolar lavage/wash,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2012,Plueral fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2012,Unknown,5,15,15,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2013,Blood culture,5,15,15,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2013,Cerebrospinal fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2013,Urine/Urinary tract,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2015,Blood culture,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2016,Blood culture,6,18,18,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2016,Peritoneal fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2016,Urine/Urinary tract,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2016,Wound/Drainage/Ulcer,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2017,Abscess (pus),1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2017,Aspirate,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2017,Blood culture,4,12,12,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2017,Bone/Joint culture,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2017,"Ears,nose,throat",3,9,9,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2017,Tissue,3,9,9,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2017,Urine/Urinary tract,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2017,Wound/Drainage/Ulcer,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2018,Abscess (pus),2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2018,Blood culture,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2018,"Ears,nose,throat",3,9,9,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2018,GI tract/bowel,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2018,Peritoneal fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2018,Tracheal aspirate,3,9,9,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2018,Urine/Urinary tract,5,15,15,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2018,Wound/Drainage/Ulcer,3,9,9,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2019,Blood culture,3,9,9,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2019,Bronchoalveolar lavage/wash,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2019,GI tract/bowel,3,9,9,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2019,Tissue,4,12,12,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2019,Tracheal aspirate,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2019,Wound/Drainage/Ulcer,3,9,9,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2020,Blood culture,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2020,Bronchoalveolar lavage/wash,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2020,Plueral fluid,3,9,9,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2020,Tracheal aspirate,6,18,18,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2020,Ureteral catheter,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2021,Blood culture,4,12,12,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2021,Bronchoalveolar lavage/wash,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2021,Peritoneal fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2021,Sputum,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2021,Tracheal aspirate,10,30,30,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2021,Wound/Drainage/Ulcer,3,9,9,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2022,Abscess (pus),1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2022,Blood culture,10,30,30,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2022,Sputum,3,9,9,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2022,Tracheal aspirate,8,24,24,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2023,Blood culture,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2023,Bronchoalveolar lavage/wash,4,12,12,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2023,Sputum,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2023,Tracheal aspirate,8,24,24,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2024,Blood culture,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2024,Sputum,4,12,12,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,ARG,2024,Tracheal aspirate,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2011,Unknown,38,114,114,0,0,3.0,3.0,1.0,-2.0,1.0,False,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2012,Aspirate,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2012,Blood culture,28,84,84,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2012,Unknown,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2013,Blood culture,27,81,81,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2013,Bronchoalveolar lavage/wash,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2013,Tissue,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2014,Blood culture,18,54,54,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2014,Bronchoalveolar lavage/wash,4,12,12,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2014,Sputum,3,9,9,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2015,Blood culture,13,39,39,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2015,Bronchoalveolar lavage/wash,5,15,15,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2015,Other,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2015,Sputum,11,33,33,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2015,Tracheal aspirate,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2015,Wound/Drainage/Ulcer,2,6,6,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2016,Blood culture,11,33,33,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2016,Bronchoalveolar lavage/wash,3,9,9,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2016,Cerebrospinal fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2016,GI tract/bowel,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2016,Peritoneal fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2016,Plueral fluid,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2016,Sputum,6,18,18,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2016,Tracheal aspirate,1,3,3,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2016,Unknown,7,21,21,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
Candida albicans,Echinocandin,AUS,2017,Blood culture,10,30,30,0,0,3.0,3.0,1.0,-2.0,1.0,True,v1,2026-07-08
