canonical_organism,drug_class,iso3_country,parsed_year,body_site,n_isolates_in_stratum,n_tested,n_resistant,n_intermediate,n_susceptible,coverage_t_over_n,tier1_bound_lower,tier1_bound_upper,tier1_width,tier2_bound_upper_assumes_monotonicity,low_n_flag,version,date_added
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,SVK,2016,Respiratory: Endotracheal aspirate,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,SVK,2016,Respiratory: Other,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,SVK,2016,Respiratory: Sinuses,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,SVK,2016,Respiratory: Sputum,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2016,Respiratory: Bronchoalveolar lavage,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2016,Respiratory: Sputum,32,32,1,0,31,1.0,0.03125,0.03125,0.0,0.03125,False,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2016,Respiratory: Transtracheal aspirate,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2017,HEENT: Middle ear,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2017,Respiratory: Bronchoalveolar lavage,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2017,Respiratory: Sputum,31,31,1,0,30,1.0,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,False,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2017,Respiratory: Transtracheal aspirate,5,5,3,0,2,1.0,0.6,0.6,0.0,0.6,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2018,Respiratory: Bronchoalveolar lavage,1,2,0,0,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2018,Respiratory: Endotracheal aspirate,1,2,0,0,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2018,Respiratory: Other,3,6,0,0,6,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2018,Respiratory: Sputum,5,10,0,0,10,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2020,Respiratory: Bronchoalveolar lavage,1,2,0,0,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2020,Respiratory: Endotracheal aspirate,2,4,2,0,2,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2020,Respiratory: Sputum,18,36,5,0,31,2.0,0.2777777777777778,-0.7222222222222222,-1.0,0.1388888888888889,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2021,HEENT: Middle ear,2,4,0,0,4,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2021,Respiratory: Bronchoalveolar lavage,1,2,2,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2021,Respiratory: Endotracheal aspirate,12,24,0,0,24,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2021,Respiratory: Other,1,2,0,0,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUN,2021,Respiratory: Sputum,24,48,2,0,46,2.0,0.08333333333333333,-0.9166666666666666,-1.0,0.041666666666666664,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2016,CVS: Blood,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2016,HEENT: Middle ear,2,2,1,0,1,1.0,0.5,0.5,0.0,0.5,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2016,Respiratory: Bronchoalveolar lavage,17,17,0,0,17,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2016,Respiratory: Sputum,144,144,11,0,133,1.0,0.0763888888888889,0.0763888888888889,0.0,0.0763888888888889,False,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2016,Respiratory: Transtracheal aspirate,15,15,1,0,14,1.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2017,Respiratory: Bronchoalveolar lavage,4,4,0,0,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2017,Respiratory: Sputum,56,56,4,0,52,1.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,False,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2018,Respiratory: Bronchoalveolar lavage,2,4,0,0,4,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2018,Respiratory: Sputum,8,16,2,0,14,2.0,0.25,-0.75,-1.0,0.125,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2019,Respiratory: Bronchoalveolar lavage,1,2,0,0,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2019,Respiratory: Sputum,9,18,0,0,18,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2020,CVS: Blood,1,2,0,0,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2020,Respiratory: Bronchoalveolar lavage,20,40,3,0,37,2.0,0.15,-0.85,-1.0,0.075,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2020,Respiratory: Endotracheal aspirate,23,46,5,0,41,2.0,0.21739130434782608,-0.782608695652174,-1.0,0.10869565217391304,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2020,Respiratory: Other,1,2,0,0,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2020,Respiratory: Sputum,215,430,22,0,408,2.0,0.10232558139534884,-0.8976744186046511,-1.0,0.05116279069767442,False,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2020,Unknown,2,4,0,0,4,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2021,Respiratory: Bronchoalveolar lavage,3,6,0,0,6,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2021,Respiratory: Endotracheal aspirate,7,14,0,0,14,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2021,Respiratory: Other,1,2,0,0,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,TUR,2021,Respiratory: Sputum,22,44,12,0,32,2.0,0.5454545454545454,-0.45454545454545453,-1.0,0.2727272727272727,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2014,Respiratory: Sinuses,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2014,Respiratory: Sputum,10,10,2,0,8,1.0,0.2,0.2,0.0,0.2,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2015,Respiratory: Bronchoalveolar lavage,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2015,Respiratory: Sinuses,8,8,0,0,8,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2015,Respiratory: Sputum,67,67,2,0,65,1.0,0.029850746268656716,0.029850746268656716,0.0,0.029850746268656716,False,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2016,Respiratory: Bronchoalveolar lavage,7,7,0,0,7,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2016,Respiratory: Sinuses,53,53,0,0,53,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2016,Respiratory: Sputum,25,25,0,0,25,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2017,Respiratory: Bronchoalveolar lavage,4,4,0,0,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2017,Respiratory: Sinuses,5,5,2,0,3,1.0,0.4,0.4,0.0,0.4,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2017,Respiratory: Sputum,11,11,3,0,8,1.0,0.2727272727272727,0.2727272727272727,0.0,0.2727272727272727,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2018,Respiratory: Sinuses,1,2,0,0,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2019,Respiratory: Sputum,5,10,0,0,10,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2020,Respiratory: Bronchoalveolar lavage,5,10,0,0,10,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2020,Respiratory: Sinuses,8,16,0,0,16,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2020,Respiratory: Sputum,48,96,0,0,96,2.0,0.0,-1.0,-1.0,0.0,False,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2021,Respiratory: Sinuses,2,4,0,0,4,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,UKR,2021,Respiratory: Sputum,7,14,0,0,14,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2016,CVS: Blood,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2016,Respiratory: Nasotracheal aspirate,12,12,0,0,12,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2017,CVS: Blood,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2017,Respiratory: Nasotracheal aspirate,20,20,11,0,9,1.0,0.55,0.55,0.0,0.55,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2017,Respiratory: Sinuses,2,2,1,0,1,1.0,0.5,0.5,0.0,0.5,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2017,Respiratory: Sputum,22,22,4,0,18,1.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2018,CVS: Blood,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2018,Respiratory: Endotracheal aspirate,4,4,1,0,3,1.0,0.25,0.25,0.0,0.25,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2018,Respiratory: Nasotracheal aspirate,20,20,4,0,16,1.0,0.2,0.2,0.0,0.2,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2018,Respiratory: Sinuses,2,2,1,0,1,1.0,0.5,0.5,0.0,0.5,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2020,Respiratory: Bronchoalveolar lavage,14,28,12,0,16,2.0,0.8571428571428571,-0.14285714285714285,-1.0,0.42857142857142855,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2020,Respiratory: Endotracheal aspirate,15,30,28,0,2,2.0,1.8666666666666667,0.8666666666666667,-1.0,0.9333333333333333,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2020,Respiratory: Sputum,47,94,61,0,33,2.0,1.297872340425532,0.2978723404255319,-1.0,0.648936170212766,False,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2021,CVS: Blood,2,4,4,0,0,2.0,2.0,1.0,-1.0,1.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2021,HEENT: Middle ear,1,2,0,0,2,2.0,0.0,-1.0,-1.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2021,Respiratory: Bronchoalveolar lavage,1,2,1,0,1,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2021,Respiratory: Endotracheal aspirate,24,48,37,0,11,2.0,1.5416666666666667,0.5416666666666666,-1.0,0.7708333333333334,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2021,Respiratory: Sinuses,1,2,1,0,1,2.0,1.0,0.0,-1.0,0.5,True,v1,2026-07-08
Haemophilus influenzae,Aminopenicillin + beta-lactamase inhibitor,VNM,2021,Respiratory: Sputum,86,172,89,0,83,2.0,1.0348837209302326,0.03488372093023256,-1.0,0.5174418604651163,False,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARE,2020,CVS: Blood,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARE,2020,Respiratory: Endotracheal aspirate,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARE,2020,Respiratory: Sputum,12,12,1,1,10,1.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARE,2021,CVS: Blood,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARE,2021,Respiratory: Bronchoalveolar lavage,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARE,2021,Respiratory: Endotracheal aspirate,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARE,2021,Respiratory: Other,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARE,2021,Respiratory: Sputum,12,12,0,2,10,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARG,2015,Respiratory: Bronchoalveolar lavage,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARG,2015,Respiratory: Sputum,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARG,2016,CVS: Blood,6,6,0,0,6,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARG,2016,HEENT: Middle ear,6,6,0,1,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARG,2016,Respiratory: Bronchoalveolar lavage,15,15,0,0,15,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARG,2016,Respiratory: Sinuses,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARG,2016,Respiratory: Sputum,34,34,1,3,30,1.0,0.029411764705882353,0.029411764705882353,0.0,0.029411764705882353,False,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARG,2016,Respiratory: Transtracheal aspirate,10,10,0,0,10,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARG,2017,CVS: Blood,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARG,2017,Respiratory: Bronchoalveolar lavage,6,6,0,1,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ARG,2017,Respiratory: Sputum,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),BGR,2014,HEENT: Middle ear,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),BGR,2014,Respiratory: Sinuses,4,4,0,0,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),BGR,2014,Respiratory: Sputum,7,7,0,2,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),BGR,2015,HEENT: Middle ear,23,23,1,2,20,1.0,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),BGR,2015,Respiratory: Other,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),BGR,2015,Respiratory: Sinuses,17,17,0,1,16,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),BGR,2015,Respiratory: Sputum,19,19,0,2,17,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CHL,2015,Respiratory: Sinuses,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CHL,2016,CVS: Blood,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CHL,2016,Respiratory: Bronchoalveolar lavage,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CHL,2016,Respiratory: Sputum,18,18,0,0,18,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CHL,2016,Respiratory: Transtracheal aspirate,34,34,0,0,34,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CHL,2017,Respiratory: Sinuses,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CHL,2017,Respiratory: Sputum,4,4,0,0,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CHL,2017,Respiratory: Transtracheal aspirate,15,15,0,0,15,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CRI,2016,Respiratory: Bronchoalveolar lavage,7,7,0,2,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CRI,2016,Respiratory: Sputum,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CRI,2017,CVS: Blood,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CRI,2017,HEENT: Middle ear,4,4,0,0,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CRI,2017,Respiratory: Bronchoalveolar lavage,29,29,0,6,23,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CRI,2017,Respiratory: Sinuses,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CRI,2017,Respiratory: Sputum,4,4,0,0,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CRI,2017,Respiratory: Transtracheal aspirate,4,4,0,0,4,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CZE,2014,CVS: Blood,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CZE,2014,HEENT: Middle ear,3,3,0,0,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CZE,2014,Respiratory: Bronchoalveolar lavage,4,4,0,1,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CZE,2014,Respiratory: Endotracheal aspirate,3,3,0,1,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CZE,2014,Respiratory: Sinuses,2,2,0,2,0,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CZE,2014,Respiratory: Sputum,8,8,1,2,5,1.0,0.125,0.125,0.0,0.125,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CZE,2015,CVS: Blood,32,32,8,4,20,1.0,0.25,0.25,0.0,0.25,False,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CZE,2015,HEENT: Middle ear,21,21,2,5,14,1.0,0.09523809523809523,0.09523809523809523,0.0,0.09523809523809523,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CZE,2015,Respiratory: Bronchoalveolar lavage,9,9,2,0,7,1.0,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CZE,2015,Respiratory: Endotracheal aspirate,20,20,2,5,13,1.0,0.1,0.1,0.0,0.1,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CZE,2015,Respiratory: Sinuses,17,17,3,1,13,1.0,0.17647058823529413,0.17647058823529413,0.0,0.17647058823529413,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),CZE,2015,Respiratory: Sputum,77,77,10,11,56,1.0,0.12987012987012986,0.12987012987012986,0.0,0.12987012987012986,False,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ESP,2018,HEENT: Middle ear,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ESP,2018,Respiratory: Sputum,5,5,0,0,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ESP,2019,HEENT: Middle ear,5,5,0,0,5,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ESP,2019,Respiratory: Bronchoalveolar lavage,5,5,0,2,3,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ESP,2019,Respiratory: Endotracheal aspirate,11,11,0,2,9,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ESP,2019,Respiratory: Other,2,2,0,0,2,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ESP,2019,Respiratory: Sputum,61,61,0,10,51,1.0,0.0,0.0,0.0,0.0,False,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ESP,2020,CVS: Blood,7,7,1,0,6,1.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ESP,2020,HEENT: Middle ear,9,9,0,2,7,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ESP,2020,Respiratory: Bronchoalveolar lavage,13,13,0,1,12,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
Haemophilus influenzae,Cephalosporin (2nd generation),ESP,2020,Respiratory: Endotracheal aspirate,9,9,0,2,7,1.0,0.0,0.0,0.0,0.0,True,v1,2026-07-08
